,GEO_ID,name,rentersless30,renters3050,renters5080,renters80100,renters100up,ownersless30,owners3050,owners5080,owners80100,owners100up,runitsless30,runits3050,runits5080,runits80up,ounitsless50,ounits5080,ounits80100,ounits100up,less30rentgap,3050rentgap,80uprentgap,less50owngap,5080owngap,80100owngap,100upowngap
886,05000US19195,"Worth County, Iowa",173,96,169,34,148,178,236,462,427,1384,244,285,69,19,1574,720,160,145,-71,100,163,-1160,-258,267,1239
887,05000US19197,"Wright County, Iowa",345,338,293,158,387,254,450,824,629,2024,410,795,235,80,3034,708,180,205,-65,58,465,-2330,116,449,1819
888,05000US20001,"Allen County, Kansas",363,225,356,149,383,341,353,712,556,2025,435,660,390,8,2839,735,205,224,-72,-34,524,-2145,-23,351,1801
889,05000US20003,"Anderson County, Kansas",112,180,263,149,234,195,367,399,343,1183,195,425,175,130,1413,475,175,264,-83,88,253,-851,-76,168,919
890,05000US20005,"Atchison County, Kansas",398,429,283,193,480,271,449,609,628,2390,435,715,580,50,2379,940,320,595,-37,-297,623,-1659,-331,308,1795
891,05000US20007,"Barber County, Kansas",163,88,91,18,237,160,88,182,193,755,274,204,119,8,999,255,40,109,-111,-28,247,-751,-73,153,646
892,05000US20009,"Barton County, Kansas",704,770,694,319,1049,520,675,1359,1164,4350,730,1690,1020,100,5130,1590,575,660,-26,-326,1268,-3935,-231,589,3690
893,05000US20011,"Bourbon County, Kansas",485,340,408,132,303,278,513,885,684,2024,395,640,535,95,2634,800,244,384,90,-127,340,-1843,85,440,1640
894,05000US20013,"Brown County, Kansas",210,203,311,180,272,124,248,518,444,1604,329,485,328,24,1823,645,219,190,-119,-17,428,-1451,-127,225,1414
895,05000US20015,"Butler County, Kansas",1448,1299,1529,604,1580,824,1355,2618,2189,11318,930,2605,2210,710,7583,6480,1795,2439,518,-681,1474,-5404,-3862,394,8879
896,05000US20017,"Chase County, Kansas",58,54,52,16,58,61,108,186,190,413,98,105,30,0,544,175,49,99,-40,22,74,-375,11,141,314
897,05000US20019,"Chautauqua County, Kansas",62,88,71,47,65,107,121,261,263,497,128,114,69,10,794,174,65,115,-66,2,102,-566,87,198,382
898,05000US20021,"Cherokee County, Kansas",364,595,439,310,314,434,729,1263,1149,2990,520,730,725,35,4040,1080,350,560,-156,-286,589,-2877,183,799,2430
899,05000US20023,"Cheyenne County, Kansas",74,26,69,28,44,70,109,148,126,529,128,79,33,4,685,130,105,104,-54,36,68,-506,18,21,425
900,05000US20025,"Clark County, Kansas",12,26,107,20,116,59,56,98,77,353,94,85,98,0,490,145,30,29,-82,9,136,-375,-47,47,324
901,05000US20027,"Clay County, Kansas",88,96,254,99,180,283,275,280,333,1555,129,349,164,65,1820,610,275,180,-41,90,214,-1262,-330,58,1375
902,05000US20029,"Cloud County, Kansas",194,242,288,115,197,119,241,607,482,1593,284,480,264,24,2154,494,180,135,-90,24,288,-1794,113,302,1458
903,05000US20031,"Coffey County, Kansas",218,158,217,98,162,201,258,377,383,1565,255,515,79,4,1579,713,200,305,-37,138,256,-1120,-336,183,1260
904,05000US20033,"Comanche County, Kansas",20,28,18,14,63,44,54,109,85,303,63,55,19,0,439,80,19,45,-43,-1,77,-341,29,66,258
905,05000US20035,"Cowley County, Kansas",1029,920,911,569,1237,595,841,1373,1368,5188,815,1455,2185,210,5800,1975,615,894,214,-1274,1596,-4364,-602,753,4294
906,05000US20037,"Crawford County, Kansas",1924,1173,1430,477,1089,647,835,1470,1315,4988,875,1730,2880,590,5450,1879,885,910,1049,-1450,976,-3968,-409,430,4078
907,05000US20039,"Decatur County, Kansas",58,72,59,85,127,93,170,162,172,511,119,190,89,10,809,190,39,54,-61,-30,202,-546,-28,133,457
908,05000US20041,"Dickinson County, Kansas",438,504,433,232,509,363,464,973,934,3186,500,830,645,140,3065,1548,687,685,-62,-212,601,-2238,-575,247,2501
909,05000US20043,"Doniphan County, Kansas",155,173,178,73,299,98,273,368,399,1215,209,345,299,4,1339,513,180,235,-54,-121,368,-968,-145,219,980
910,05000US20045,"Douglas County, Kansas",5775,4440,4580,2230,4695,1104,1464,2580,2459,15975,1760,7095,11295,1595,4505,10475,3670,4919,4015,-6715,5330,-1937,-7895,-1211,11056
911,05000US20047,"Edwards County, Kansas",58,40,36,54,107,48,87,167,166,586,115,109,49,4,838,94,39,74,-57,-13,157,-703,73,127,512
912,05000US20049,"Elk County, Kansas",62,59,47,16,26,62,114,212,195,433,79,104,25,4,810,70,58,50,-17,22,38,-634,142,137,383
913,05000US20051,"Ellis County, Kansas",1155,1034,1108,418,724,489,580,939,869,4558,775,2275,1285,110,2390,2845,1074,1095,380,-177,1032,-1321,-1906,-205,3463
914,05000US20053,"Ellsworth County, Kansas",164,125,118,68,120,164,229,317,333,978,245,224,80,40,1255,454,100,149,-81,38,148,-862,-137,233,829
915,05000US20055,"Finney County, Kansas",575,634,1085,689,1804,459,739,1254,1049,4785,815,940,2845,194,3140,2759,960,1110,-240,-1760,2299,-1942,-1505,89,3675
916,05000US20057,"Ford County, Kansas",530,954,880,684,1199,264,702,1099,1054,4263,465,1235,2160,375,3645,2144,474,909,65,-1280,1508,-2679,-1045,580,3354
917,05000US20059,"Franklin County, Kansas",580,473,698,278,734,409,543,1244,1170,4038,349,1085,1210,109,3389,2435,449,1094,231,-512,903,-2437,-1191,721,2944
918,05000US20061,"Geary County, Kansas",935,855,1945,1270,2864,358,290,844,599,3174,440,780,3160,3500,1875,1559,1114,680,495,-1215,634,-1227,-715,-515,2494
919,05000US20063,"Gove County, Kansas",46,39,80,26,82,55,76,163,139,547,114,88,45,20,660,203,29,45,-68,35,88,-529,-40,110,502
920,05000US20065,"Graham County, Kansas",95,49,42,19,45,47,102,232,212,508,119,89,23,18,755,178,50,55,-24,19,46,-606,54,162,453
921,05000US20067,"Grant County, Kansas",105,165,120,43,118,115,150,230,284,1200,195,275,95,0,1255,485,155,175,-90,25,161,-990,-255,129,1025
922,05000US20069,"Gray County, Kansas",78,63,123,80,179,66,136,218,291,974,129,305,69,14,845,499,134,160,-51,54,245,-643,-281,157,814
923,05000US20071,"Greeley County, Kansas",29,32,8,18,89,4,28,71,82,185,54,65,45,14,190,73,8,44,-25,-37,93,-158,-2,74,141
924,05000US20073,"Greenwood County, Kansas",159,171,177,68,157,125,227,462,390,1037,259,335,124,4,1616,294,80,208,-100,53,221,-1264,168,310,829
925,05000US20075,"Hamilton County, Kansas",16,24,74,36,119,19,83,117,133,312,135,89,45,4,468,100,30,24,-119,29,151,-366,17,103,288
926,05000US20077,"Harper County, Kansas",101,142,128,68,195,167,138,297,296,928,153,229,224,35,1279,309,65,104,-52,-96,228,-974,-12,231,824
927,05000US20079,"Harvey County, Kansas",1108,849,794,352,809,380,621,1494,1737,5388,605,1990,1154,160,5069,3228,705,855,503,-360,1001,-4068,-1734,1032,4533
928,05000US20081,"Haskell County, Kansas",27,55,47,64,116,81,88,176,132,570,158,89,58,4,589,279,54,124,-131,-11,176,-420,-103,78,446
929,05000US20083,"Hodgeman County, Kansas",19,41,98,8,53,37,57,96,90,324,130,75,15,0,374,90,40,65,-111,83,61,-280,6,50,259
930,05000US20085,"Jackson County, Kansas",339,333,305,80,308,201,230,760,649,2255,465,490,288,95,1855,1170,385,554,-126,17,293,-1424,-410,264,1701
931,05000US20087,"Jefferson County, Kansas",239,224,324,191,407,379,499,1060,1050,3644,290,650,435,25,2600,2185,765,795,-51,-111,573,-1722,-1125,285,2849
932,05000US20089,"Jewell County, Kansas",42,76,70,14,72,90,195,146,128,581,123,105,48,4,925,150,14,40,-81,22,82,-640,-4,114,541
933,05000US20091,"Johnson County, Kansas",9804,10259,17525,8303,23775,5018,7359,16663,15949,112277,4745,12830,42450,9645,20795,61225,27654,46195,5059,-24925,22433,-8418,-44562,-11705,66082
934,05000US20093,"Kearny County, Kansas",55,25,57,25,114,97,28,153,134,533,89,110,69,10,520,214,89,140,-34,-12,129,-395,-61,45,393
935,05000US20095,"Kingman County, Kansas",122,142,183,80,188,123,197,443,418,1390,205,364,129,0,1600,439,204,260,-83,54,268,-1280,4,214,1130
936,05000US20097,"Kiowa County, Kansas",62,52,86,41,102,49,66,105,87,377,110,125,80,4,322,174,114,85,-48,6,139,-207,-69,-27,292
937,05000US20099,"Labette County, Kansas",594,623,489,150,519,293,571,874,874,3302,570,955,750,90,4189,1004,399,428,24,-261,579,-3325,-130,475,2874
938,05000US20101,"Lane County, Kansas",44,28,54,18,38,59,112,98,106,348,94,55,30,0,480,75,25,69,-50,24,56,-309,23,81,279
939,05000US20103,"Leavenworth County, Kansas",1645,1349,1805,1119,2795,1209,1335,2845,2524,11135,1085,3430,2920,1270,7115,6649,2485,2630,560,-1115,2644,-4571,-3804,39,8505
940,05000US20105,"Lincoln County, Kansas",67,36,47,36,62,70,95,198,197,527,114,102,24,4,855,104,34,59,-47,23,94,-690,94,163,468
941,05000US20107,"Linn County, Kansas",332,188,238,130,157,564,459,730,565,1162,415,489,105,30,2290,790,165,189,-83,133,257,-1267,-60,400,973
942,05000US20109,"Logan County, Kansas",57,29,142,19,49,65,84,177,160,466,104,88,84,15,588,159,60,70,-47,58,53,-439,18,100,396
943,05000US20111,"Lyon County, Kansas",1369,1150,1519,545,1159,287,567,1239,1008,4924,664,2455,2365,270,4305,1814,665,1119,705,-846,1434,-3451,-575,343,3805
944,05000US20113,"McPherson County, Kansas",624,524,977,447,848,431,563,1481,1402,5093,814,1520,985,95,3664,3173,894,1105,-190,-8,1200,-2670,-1692,508,3988
945,05000US20115,"Marion County, Kansas",191,227,210,111,242,262,421,664,664,2053,309,460,168,34,2749,729,194,344,-118,42,319,-2066,-65,470,1709
946,05000US20117,"Marshall County, Kansas",112,229,283,160,227,183,382,474,423,1820,294,520,204,4,1983,564,210,439,-182,79,383,-1418,-90,213,1381
947,05000US20119,"Meade County, Kansas",62,134,62,34,182,72,81,201,250,738,200,205,72,0,760,286,63,90,-138,-10,216,-607,-85,187,648
948,05000US20121,"Miami County, Kansas",874,415,824,225,479,589,875,1630,1470,5629,495,1360,835,125,3625,3254,1285,1960,379,-11,579,-2161,-1624,185,3669
949,05000US20123,"Mitchell County, Kansas",159,161,182,119,145,143,246,273,380,996,259,339,135,25,1367,365,150,120,-100,47,239,-978,-92,230,876
950,05000US20125,"Montgomery County, Kansas",888,913,960,374,923,791,908,1634,1394,5252,955,1505,1500,100,6964,1749,490,845,-67,-540,1197,-5265,-115,904,4407
951,05000US20127,"Morris County, Kansas",146,78,112,43,133,72,194,268,262,1094,139,204,164,4,1014,349,234,280,7,-52,172,-748,-81,28,814
952,05000US20129,"Morton County, Kansas",72,64,86,58,68,37,59,122,149,459,114,135,98,10,514,175,80,64,-42,-12,116,-418,-53,69,395
953,05000US20131,"Nemaha County, Kansas",187,278,238,88,245,266,224,574,549,1693,345,600,70,38,1713,504,339,550,-158,168,295,-1223,70,210,1143
954,05000US20133,"Neosho County, Kansas",575,396,317,219,448,345,518,729,623,2579,380,1030,479,80,3194,772,375,385,195,-162,587,-2331,-43,248,2194
955,05000US20135,"Ness County, Kansas",42,24,86,30,58,97,137,171,161,568,84,110,34,12,827,135,59,70,-42,52,76,-593,36,102,498
956,05000US20137,"Norton County, Kansas",66,31,136,64,148,46,217,267,254,788,164,89,144,49,1235,79,70,85,-98,-8,163,-972,188,184,703
957,05000US20139,"Osage County, Kansas",492,297,372,199,308,446,475,804,749,2697,500,735,350,89,2859,1278,424,499,-8,22,418,-1938,-474,325,2198
958,05000US20141,"Osborne County, Kansas",85,89,114,38,151,138,142,136,185,628,165,230,79,4,949,180,50,50,-80,35,185,-669,-44,135,578
959,05000US20143,"Ottawa County, Kansas",95,66,100,69,78,109,153,468,378,1068,130,183,88,8,1239,440,160,215,-35,12,139,-977,28,218,853
960,05000US20145,"Pawnee County, Kansas",70,95,230,139,230,100,50,467,417,1023,315,285,160,0,1469,150,135,80,-245,70,369,-1319,317,282,943
961,05000US20147,"Phillips County, Kansas",70,126,147,101,89,73,153,392,306,989,149,224,94,40,1269,359,110,75,-79,53,150,-1043,33,196,914
962,05000US20149,"Pottawatomie County, Kansas",314,302,501,231,503,374,503,833,968,4244,215,675,685,265,1953,2304,930,1615,99,-184,469,-1076,-1471,38,2629
963,05000US20151,"Pratt County, Kansas",229,138,168,205,329,136,263,449,455,1538,135,415,464,60,1608,524,210,349,94,-296,474,-1209,-75,245,1189
964,05000US20153,"Rawlins County, Kansas",24,59,79,34,94,37,130,140,117,464,123,139,35,0,570,155,40,100,-99,44,128,-403,-15,77,364
965,05000US20155,"Reno County, Kansas",1644,1490,1685,890,2109,778,1319,2598,2719,10352,1020,2515,3635,655,9555,4724,1445,1715,624,-1950,2344,-7458,-2126,1274,8637
966,05000US20157,"Republic County, Kansas",94,77,171,83,137,148,215,251,253,934,204,264,70,25,1364,154,95,195,-110,101,195,-1001,97,158,739
967,05000US20159,"Rice County, Kansas",263,266,151,102,294,207,280,456,412,1555,345,605,99,25,2113,564,140,125,-82,52,371,-1626,-108,272,1430
968,05000US20161,"Riley County, Kansas",3519,2214,4215,1930,3528,364,579,1299,1320,8115,1415,2305,8205,3475,2245,3909,2200,3010,2104,-3990,1983,-1302,-2610,-880,5105
969,05000US20163,"Rooks County, Kansas",66,113,102,48,92,138,195,257,297,894,148,219,54,4,1164,289,100,220,-82,48,136,-831,-32,197,674
970,05000US20165,"Rush County, Kansas",97,83,77,29,42,48,107,242,243,590,119,155,40,4,884,160,60,50,-22,37,67,-729,82,183,540
971,05000US20167,"Russell County, Kansas",183,193,235,29,112,108,197,407,353,1558,234,345,149,20,1455,635,74,264,-51,86,121,-1150,-228,279,1294
972,05000US20169,"Saline County, Kansas",1359,1475,1909,734,1978,714,1215,2168,2058,8939,860,2455,3560,570,6405,4979,1664,2194,499,-1651,2142,-4476,-2811,394,6745
973,05000US20171,"Scott County, Kansas",45,45,80,60,295,50,80,260,320,960,85,160,190,100,735,350,160,330,-40,-110,255,-605,-90,160,630
974,05000US20173,"Sedgwick County, Kansas",17135,13730,15810,7569,16225,8120,9973,19609,17990,73467,6945,28705,30425,4380,58575,43495,9785,15054,10190,-14615,19414,-40482,-23886,8205,58413
975,05000US20175,"Seward County, Kansas",445,415,553,208,959,379,374,945,779,2699,270,775,1360,190,2750,1509,390,335,175,-807,977,-1997,-564,389,2364
976,05000US20177,"Shawnee County, Kansas",6004,5060,5805,2684,5654,2130,3520,6495,6205,28970,3555,9300,10330,2000,22050,15890,4300,4975,2449,-4525,6338,-16400,-9395,1905,23995
977,05000US20179,"Sheridan County, Kansas",33,58,35,33,84,22,104,153,131,519,129,89,30,4,598,155,50,85,-96,5,113,-472,-2,81,434
978,05000US20181,"Sherman County, Kansas",148,165,159,98,380,64,159,214,290,1094,160,359,355,75,1105,380,145,150,-12,-196,403,-882,-166,145,944
979,05000US20183,"Smith County, Kansas",89,96,68,33,107,77,157,203,202,672,175,154,28,23,1018,155,44,105,-86,40,117,-784,48,158,567
980,05000US20185,"Stafford County, Kansas",67,82,42,30,73,119,122,291,298,773,94,124,65,10,1204,195,99,60,-27,-23,93,-963,96,199,713
981,05000US20187,"Stanton County, Kansas",8,44,53,18,46,75,63,109,123,270,94,59,20,0,430,70,65,60,-86,33,64,-292,39,58,210
982,05000US20189,"Stevens County, Kansas",125,85,93,64,179,150,82,123,102,970,160,235,150,0,735,320,235,130,-35,-57,243,-503,-197,-133,840
983,05000US20191,"Sumner County, Kansas",649,474,559,189,537,594,641,1093,1053,3742,620,995,730,50,4719,1369,270,618,29,-171,676,-3484,-276,783,3124
984,05000US20193,"Thomas County, Kansas",328,115,190,109,99,169,270,348,377,1379,375,430,25,10,1439,534,240,240,-47,165,198,-1000,-186,137,1139
985,05000US20195,"Trego County, Kansas",18,56,114,18,84,28,98,144,174,689,98,125,65,4,789,189,50,85,-80,49,98,-663,-45,124,604
986,05000US20197,"Wabaunsee County, Kansas",103,55,112,60,89,134,253,424,304,1298,134,154,124,4,1240,575,235,309,-31,-12,145,-853,-151,69,989
987,05000US20199,"Wallace County, Kansas",20,22,40,12,38,48,76,72,47,260,84,29,8,10,345,90,14,29,-64,32,40,-221,-18,33,231
988,05000US20201,"Washington County, Kansas",89,76,134,31,148,118,154,281,267,1059,199,185,79,8,1375,270,50,230,-110,55,171,-1103,11,217,829
989,05000US20203,"Wichita County, Kansas",18,18,90,55,78,48,44,155,109,360,110,99,50,4,375,115,45,90,-92,40,129,-283,40,64,270
990,05000US20205,"Wilson County, Kansas",274,189,227,45,268,178,318,503,498,1524,245,390,324,55,2150,360,119,239,29,-97,258,-1654,143,379,1285
991,05000US20207,"Woodson County, Kansas",101,38,57,39,44,129,256,206,203,562,108,123,49,0,1013,155,59,65,-7,8,83,-628,51,144,497
992,05000US20209,"Wyandotte County, Kansas",9310,4815,5694,2160,3260,3613,5278,7565,5649,13317,4695,11285,8565,685,26099,6280,1249,1133,4615,-2871,4735,-17208,1285,4400,12184
993,05000US21001,"Adair County, Kentucky",530,355,278,274,275,442,665,925,825,2938,580,640,440,45,2774,1114,550,1010,-50,-162,504,-1667,-189,275,1928
994,05000US21003,"Allen County, Kentucky",440,510,394,278,550,440,559,920,815,3084,510,595,975,90,2520,1415,679,1159,-70,-581,738,-1521,-495,136,1925
995,05000US21005,"Anderson County, Kentucky",508,304,575,304,329,458,479,1059,1114,3644,430,945,650,4,2215,2629,800,930,78,-75,629,-1278,-1570,314,2714
996,05000US21007,"Ballard County, Kentucky",194,138,115,115,130,148,248,499,372,1368,275,220,165,39,1184,649,175,560,-81,-50,206,-788,-150,197,808
997,05000US21009,"Barren County, Kentucky",1440,844,1139,615,1705,779,1050,1660,1450,6824,860,1160,3115,585,3990,3335,1380,2730,580,-1976,1735,-2161,-1675,70,4094
998,05000US21011,"Bath County, Kentucky",268,257,284,124,268,344,334,518,417,1894,315,285,500,110,1850,725,275,514,-47,-216,282,-1172,-207,142,1380
999,05000US21013,"Bell County, Kentucky",1715,810,512,284,554,1140,1024,1555,1205,2703,1435,1170,1055,215,4815,1300,485,705,280,-543,623,-2651,255,720,1998
1000,05000US21015,"Boone County, Kentucky",2075,1999,2895,1695,3530,1774,2500,4704,3729,21705,1110,3925,5915,1260,9325,14125,4415,6220,965,-3020,3965,-5051,-9421,-686,15485
1001,05000US21017,"Bourbon County, Kentucky",814,764,664,312,490,377,518,874,830,2704,965,1445,580,70,2135,1479,405,1074,-151,84,732,-1240,-605,425,1630
1002,05000US21019,"Boyd County, Kentucky",1879,929,1060,405,1485,984,885,1797,1903,8338,1745,1285,2300,429,6525,3294,2030,1990,134,-1240,1461,-4656,-1497,-127,6348
1003,05000US21021,"Boyle County, Kentucky",715,768,915,368,863,344,685,1053,1009,4485,600,850,2055,129,2330,1795,1174,2074,115,-1140,1102,-1301,-742,-165,2411
1004,05000US21023,"Bracken County, Kentucky",430,226,115,63,113,399,343,497,403,944,390,535,25,4,1725,477,150,179,40,90,172,-983,20,253,765
1005,05000US21025,"Breathitt County, Kentucky",591,303,235,83,228,601,704,700,589,1534,630,460,295,54,2904,454,174,420,-39,-60,257,-1599,246,415,1114
1006,05000US21027,"Breckinridge County, Kentucky",342,417,361,125,388,422,664,960,750,3200,540,690,365,34,3055,1605,560,810,-198,-4,479,-1969,-645,190,2390
1007,05000US21029,"Bullitt County, Kentucky",1265,1050,1335,590,1094,1390,2315,3843,3908,13179,1075,2325,1860,80,8370,9149,3140,3305,190,-525,1604,-4665,-5306,768,9874
1008,05000US21031,"Butler County, Kentucky",329,280,340,136,285,303,318,508,483,2193,345,395,555,74,1700,984,299,739,-16,-215,347,-1079,-476,184,1454
1009,05000US21033,"Caldwell County, Kentucky",500,66,260,73,540,194,594,499,449,2220,440,585,380,25,1745,1204,290,739,60,-120,588,-957,-705,159,1481
1010,05000US21035,"Calloway County, Kentucky",2039,838,919,537,1050,610,879,1330,1300,5675,845,1675,2270,579,3195,2495,1855,2070,1194,-1351,1008,-1706,-1165,-555,3605
1011,05000US21037,"Campbell County, Kentucky",3124,2204,2400,1089,2374,1894,2068,3954,3469,14095,1625,4895,4355,315,9270,8854,2905,4245,1499,-1955,3148,-5308,-4900,564,9850
1012,05000US21039,"Carlisle County, Kentucky",87,87,138,23,102,84,204,347,239,814,85,139,160,29,810,235,170,349,2,-22,96,-522,112,69,465
1013,05000US21041,"Carroll County, Kentucky",284,349,160,94,447,190,268,283,194,1690,195,340,600,195,1050,659,189,763,89,-440,346,-592,-376,5,927
1014,05000US21043,"Carter County, Kentucky",758,344,488,184,560,695,908,1480,1470,4125,715,900,650,69,4169,1620,720,1615,43,-162,675,-2566,-140,750,2510
1015,05000US21045,"Casey County, Kentucky",242,308,273,173,259,659,810,778,819,2408,495,610,154,8,2878,954,290,995,-253,119,424,-1409,-176,529,1413
1016,05000US21047,"Christian County, Kentucky",2734,1855,3025,1644,3965,965,864,1519,1665,7304,1530,2640,6815,2265,5220,3755,1075,2229,1204,-3790,3344,-3391,-2236,590,5075
1017,05000US21049,"Clark County, Kentucky",1320,1265,1025,299,974,695,779,1374,1425,5225,1095,2305,1455,25,4015,3335,865,1419,225,-430,1248,-2541,-1961,560,3806
1018,05000US21051,"Clay County, Kentucky",804,570,303,133,400,1160,908,748,768,2154,895,715,525,79,3768,959,280,549,-91,-222,454,-1700,-211,488,1605
1019,05000US21053,"Clinton County, Kentucky",275,280,264,110,284,234,394,630,540,1220,430,515,240,25,1839,460,229,340,-155,24,369,-1211,170,311,880
1020,05000US21055,"Crittenden County, Kentucky",115,179,118,78,204,329,288,589,559,1488,210,360,114,15,1719,700,225,409,-95,4,267,-1102,-111,334,1079
1021,05000US21057,"Cumberland County, Kentucky",255,109,153,42,255,210,247,284,284,948,400,195,214,4,859,460,230,348,-145,-61,293,-402,-176,54,600
1022,05000US21059,"Daviess County, Kentucky",2815,2210,2915,1595,3300,1685,1859,3914,3334,16533,2050,3260,6530,990,10880,8369,2975,4824,765,-3615,3905,-7336,-4455,359,11709
1023,05000US21061,"Edmonson County, Kentucky",272,193,117,69,316,379,479,767,729,1909,224,395,234,85,2234,969,250,494,48,-117,300,-1376,-202,479,1415
1024,05000US21063,"Elliott County, Kentucky",291,144,48,24,100,310,254,402,377,825,280,135,194,4,1225,419,200,245,11,-146,120,-661,-17,177,580
1025,05000US21065,"Estill County, Kentucky",508,383,312,141,318,504,554,635,638,1924,440,600,600,14,2389,744,350,559,68,-288,445,-1331,-109,288,1365
1026,05000US21067,"Fayette County, Kentucky",16170,10345,12260,5430,14305,4020,4374,8730,7665,45560,7595,18215,27495,5215,17350,24860,9215,18420,8575,-15235,14520,-8956,-16130,-1550,27140
1027,05000US21069,"Fleming County, Kentucky",399,319,303,194,470,300,384,659,574,2415,445,650,470,125,2070,835,410,969,-46,-167,539,-1386,-176,164,1446
1028,05000US21071,"Floyd County, Kentucky",1614,1025,609,304,920,1272,1459,1599,1273,4925,1585,1150,1475,265,6274,2194,1020,1275,29,-866,959,-3543,-595,253,3650
1029,05000US21073,"Franklin County, Kentucky",1345,1200,1894,1240,1975,739,793,1595,1350,8815,980,2985,3315,370,4315,5264,1520,2340,365,-1421,2845,-2783,-3669,-170,6475
1030,05000US21075,"Fulton County, Kentucky",313,154,220,68,199,154,149,295,285,745,275,349,320,20,1020,295,85,215,38,-100,247,-717,0,200,530
1031,05000US21077,"Gallatin County, Kentucky",242,193,180,66,187,223,343,453,337,818,285,510,70,0,1470,538,114,178,-43,110,253,-904,-85,223,640
1032,05000US21079,"Garrard County, Kentucky",450,330,298,175,257,329,525,754,805,3324,325,550,600,35,1860,1665,865,1070,125,-302,397,-1006,-911,-60,2254
1033,05000US21081,"Grant County, Kentucky",598,609,588,279,754,343,420,678,717,3703,275,450,1725,380,1909,1939,705,1420,323,-1137,653,-1146,-1261,12,2283
1034,05000US21083,"Graves County, Kentucky",1205,689,824,428,610,788,1190,1485,1430,5983,930,1215,1410,194,5280,2634,1275,1644,275,-586,844,-3302,-1149,155,4339
1035,05000US21085,"Grayson County, Kentucky",695,594,550,251,615,477,708,1319,1092,3694,580,1030,975,109,2814,2189,739,1275,115,-425,757,-1629,-870,353,2419
1036,05000US21087,"Green County, Kentucky",289,265,191,75,217,334,312,600,489,1823,280,450,285,25,1974,720,165,559,9,-94,267,-1328,-120,324,1264
1037,05000US21089,"Greenup County, Kentucky",774,674,565,269,1068,775,840,1665,1413,6539,940,795,1360,249,5109,2795,1435,1745,-166,-795,1088,-3494,-1130,-22,4794
1038,05000US21091,"Hancock County, Kentucky",244,112,136,192,142,153,152,394,380,1540,295,345,140,35,1273,630,340,315,-51,-4,299,-968,-236,40,1225
1039,05000US21093,"Hardin County, Kentucky",2900,2555,3350,1855,5100,1495,2060,3620,3155,15794,1790,4705,7515,1755,8035,9070,3185,5460,1110,-4165,5200,-4480,-5450,-30,10334
1040,05000US21095,"Harlan County, Kentucky",1535,690,504,248,548,1049,1353,1524,1195,3044,1295,1275,900,79,5824,1064,440,560,240,-396,717,-3422,460,755,2484
1041,05000US21097,"Harrison County, Kentucky",575,490,364,274,453,325,359,620,689,3240,450,650,905,155,1440,1464,674,1550,125,-541,572,-756,-844,15,1690
1042,05000US21099,"Hart County, Kentucky",469,399,440,157,423,512,565,805,730,2964,585,720,545,35,2605,1494,520,869,-116,-105,545,-1528,-689,210,2095
1043,05000US21101,"Henderson County, Kentucky",1955,1490,1629,704,1350,860,1200,1820,1649,6249,1480,3005,2565,85,5660,3455,1029,1570,475,-936,1969,-3600,-1635,620,4679
1044,05000US21103,"Henry County, Kentucky",605,397,457,230,275,364,440,649,619,2115,500,955,450,59,2080,1188,455,450,105,7,446,-1276,-539,164,1665
1045,05000US21105,"Hickman County, Kentucky",57,40,93,32,144,156,154,375,214,705,90,174,73,14,1030,310,80,185,-33,20,162,-720,65,134,520
1046,05000US21107,"Hopkins County, Kentucky",1603,995,1014,383,1465,973,1112,2303,1974,7515,1215,1930,2015,304,6899,3434,1475,1730,388,-1001,1544,-4814,-1131,499,5785
1047,05000US21109,"Jackson County, Kentucky",329,357,168,84,410,624,525,730,465,1760,490,425,385,65,2305,1005,385,374,-161,-217,429,-1156,-275,80,1386
1048,05000US21111,"Jefferson County, Kentucky",32389,21235,26305,11590,27795,12290,15214,29430,26740,112895,17920,40295,51975,9109,65075,62238,23615,43015,14469,-25670,30276,-37571,-32808,3125,69880
1049,05000US21113,"Jessamine County, Kentucky",2040,1174,1555,890,1368,599,634,1800,1665,7089,1155,3290,2395,180,3565,3820,990,3230,885,-840,2078,-2332,-2020,675,3859
1050,05000US21115,"Johnson County, Kentucky",755,455,398,130,684,669,879,848,934,3105,725,535,1035,135,3005,1910,645,995,30,-637,679,-1457,-1062,289,2110
1051,05000US21117,"Kenton County, Kentucky",6234,3909,4849,2470,4124,2294,3282,6795,5760,24267,3845,9860,7155,745,18550,13980,4198,5474,2389,-2306,5849,-12974,-7185,1562,18793
1052,05000US21119,"Knott County, Kentucky",482,348,221,107,256,695,634,888,733,2175,680,445,279,24,3410,699,245,465,-198,-58,339,-2081,189,488,1710
1053,05000US21121,"Knox County, Kentucky",1815,890,864,290,624,1269,998,1305,1195,3470,1715,1230,1420,125,4389,1635,779,1085,100,-556,789,-2122,-330,416,2385
1054,05000US21123,"Larue County, Kentucky",390,474,319,99,257,279,345,869,780,2031,365,680,430,49,2115,938,414,544,25,-111,307,-1491,-69,366,1487
1055,05000US21125,"Laurel County, Kentucky",1850,1410,1585,485,1780,1754,1195,2215,2410,9049,1515,1670,3350,565,6580,4810,2010,2790,335,-1765,1700,-3631,-2595,400,6259
1056,05000US21127,"Lawrence County, Kentucky",580,302,206,98,268,478,715,809,685,2329,450,390,535,99,2555,1125,419,720,130,-329,267,-1362,-316,266,1609
