NAME,B01003_001E,state,county
"Redwood County, Minnesota",15723,27,127
"Renville County, Minnesota",15171,27,129
"Rice County, Minnesota",64886,27,131
"Rock County, Minnesota",9563,27,133
"Roseau County, Minnesota",15615,27,135
"St. Louis County, Minnesota",200506,27,137
"Scott County, Minnesota",137322,27,139
"Sherburne County, Minnesota",90401,27,141
"Sibley County, Minnesota",15021,27,143
"Stearns County, Minnesota",152595,27,145
"Steele County, Minnesota",36523,27,147
"Stevens County, Minnesota",9771,27,149
"Swift County, Minnesota",9525,27,151
"Todd County, Minnesota",24466,27,153
"Traverse County, Minnesota",3429,27,155
"Wabasha County, Minnesota",21381,27,157
"Wadena County, Minnesota",13759,27,159
"Waseca County, Minnesota",19076,27,161
"Washington County, Minnesota",246670,27,163
"Watonwan County, Minnesota",11054,27,165
"Wilkin County, Minnesota",6526,27,167
"Winona County, Minnesota",51213,27,169
"Wright County, Minnesota",128691,27,171
"Yellow Medicine County, Minnesota",10092,27,173
"Adams County, Mississippi",31979,28,001
"Alcorn County, Mississippi",37319,28,003
"Amite County, Mississippi",12840,28,005
"Attala County, Mississippi",19175,28,007
"Benton County, Mississippi",8470,28,009
"Bolivar County, Mississippi",33803,28,011
"Calhoun County, Mississippi",14789,28,013
"Carroll County, Mississippi",10338,28,015
"Chickasaw County, Mississippi",17391,28,017
"Choctaw County, Mississippi",8354,28,019
"Claiborne County, Mississippi",9330,28,021
"Clarke County, Mississippi",16362,28,023
"Clay County, Mississippi",20279,28,025
"Coahoma County, Mississippi",25254,28,027
"Copiah County, Mississippi",28921,28,029
"Covington County, Mississippi",19471,28,031
"DeSoto County, Mississippi",168586,28,033
"Forrest County, Mississippi",76267,28,035
"Franklin County, Mississippi",7857,28,037
"George County, Mississippi",23104,28,039
"Greene County, Mississippi",14129,28,041
"Grenada County, Mississippi",21591,28,043
"Hancock County, Mississippi",45627,28,045
"Harrison County, Mississippi",196268,28,047
"Hinds County, Mississippi",245874,28,049
"Holmes County, Mississippi",18772,28,051
"Humphreys County, Mississippi",8984,28,053
"Issaquena County, Mississippi",1291,28,055
"Itawamba County, Mississippi",23451,28,057
"Jackson County, Mississippi",140676,28,059
"Jasper County, Mississippi",16588,28,061
"Jefferson County, Mississippi",7586,28,063
"Jefferson Davis County, Mississippi",11941,28,065
"Jones County, Mississippi",68276,28,067
"Kemper County, Mississippi",10211,28,069
"Lafayette County, Mississippi",51169,28,071
"Lamar County, Mississippi",58885,28,073
"Lauderdale County, Mississippi",79832,28,075
"Lawrence County, Mississippi",12586,28,077
"Leake County, Mississippi",23153,28,079
"Lee County, Mississippi",85036,28,081
"Leflore County, Mississippi",31516,28,083
"Lincoln County, Mississippi",34765,28,085
"Lowndes County, Mississippi",59699,28,087
"Madison County, Mississippi",100202,28,089
"Marion County, Mississippi",26109,28,091
"Marshall County, Mississippi",36385,28,093
"Monroe County, Mississippi",36175,28,095
"Montgomery County, Mississippi",10464,28,097
"Neshoba County, Mississippi",29553,28,099
"Newton County, Mississippi",21663,28,101
"Noxubee County, Mississippi",11143,28,103
"Oktibbeha County, Mississippi",49048,28,105
"Panola County, Mississippi",34373,28,107
"Pearl River County, Mississippi",55196,28,109
"Perry County, Mississippi",12187,28,111
"Pike County, Mississippi",40075,28,113
"Pontotoc County, Mississippi",30517,28,115
"Prentiss County, Mississippi",25380,28,117
"Quitman County, Mississippi",7761,28,119
"Rankin County, Mississippi",146761,28,121
"Scott County, Mississippi",28293,28,123
"Sharkey County, Mississippi",4805,28,125
"Simpson County, Mississippi",27401,28,127
"Smith County, Mississippi",16257,28,129
"Stone County, Mississippi",17978,28,131
"Sunflower County, Mississippi",27911,28,133
"Tallahatchie County, Mississippi",14959,28,135
"Tate County, Mississippi",28415,28,137
"Tippah County, Mississippi",22054,28,139
"Tishomingo County, Mississippi",19539,28,141
"Tunica County, Mississippi",10477,28,143
"Union County, Mississippi",27811,28,145
"Walthall County, Mississippi",14978,28,147
"Warren County, Mississippi",48020,28,149
"Washington County, Mississippi",49499,28,151
"Wayne County, Mississippi",20564,28,153
"Webster County, Mississippi",9999,28,155
"Wilkinson County, Mississippi",9345,28,157
"Winston County, Mississippi",18697,28,159
"Yalobusha County, Mississippi",12381,28,161
"Yazoo County, Mississippi",27911,28,163
"Adair County, Missouri",25560,29,001
"Andrew County, Missouri",17328,29,003
"Atchison County, Missouri",5440,29,005
"Audrain County, Missouri",25783,29,007
"Barry County, Missouri",35726,29,009
"Barton County, Missouri",12166,29,011
"Bates County, Missouri",16643,29,013
"Benton County, Missouri",18854,29,015
"Bollinger County, Missouri",12356,29,017
"Boone County, Missouri",170770,29,019
"Buchanan County, Missouri",89561,29,021
"Butler County, Missouri",42951,29,023
"Caldwell County, Missouri",9083,29,025
"Callaway County, Missouri",44566,29,027
"Camden County, Missouri",43927,29,029
"Cape Girardeau County, Missouri",77606,29,031
"Carroll County, Missouri",9096,29,033
"Carter County, Missouri",6284,29,035
"Cass County, Missouri",100781,29,037
"Cedar County, Missouri",13892,29,039
"Chariton County, Missouri",7650,29,041
"Christian County, Missouri",80904,29,043
"Clark County, Missouri",6919,29,045
"Clay County, Missouri",230361,29,047
"Clinton County, Missouri",20498,29,049
"Cole County, Missouri",76533,29,051
"Cooper County, Missouri",17593,29,053
"Crawford County, Missouri",24660,29,055
"Dade County, Missouri",7618,29,057
"Dallas County, Missouri",16564,29,059
"Daviess County, Missouri",8277,29,061
"DeKalb County, Missouri",12782,29,063
"Dent County, Missouri",15612,29,065
"Douglas County, Missouri",13516,29,067
"Dunklin County, Missouri",31562,29,069
"Franklin County, Missouri",101828,29,071
"Gasconade County, Missouri",14948,29,073
"Gentry County, Missouri",6785,29,075
"Greene County, Missouri",283206,29,077
"Grundy County, Missouri",10256,29,079
"Harrison County, Missouri",8722,29,081
"Henry County, Missouri",22034,29,083
"Hickory County, Missouri",9335,29,085
"Holt County, Missouri",4615,29,087
"Howard County, Missouri",10182,29,089
"Howell County, Missouri",40326,29,091
"Iron County, Missouri",10322,29,093
"Jackson County, Missouri",680905,29,095
"Jasper County, Missouri",117184,29,097
"Jefferson County, Missouri",221577,29,099
"Johnson County, Missouri",54155,29,101
"Knox County, Missouri",4035,29,103
"Laclede County, Missouri",35514,29,105
"Lafayette County, Missouri",32916,29,107
"Lawrence County, Missouri",38244,29,109
"Lewis County, Missouri",10172,29,111
"Lincoln County, Missouri",53850,29,113
"Linn County, Missouri",12401,29,115
"Livingston County, Missouri",15042,29,117
"McDonald County, Missouri",22763,29,119
"Macon County, Missouri",15460,29,121
"Madison County, Missouri",12401,29,123
"Maries County, Missouri",9057,29,125
"Marion County, Missouri",28840,29,127
"Mercer County, Missouri",3718,29,129
"Miller County, Missouri",24956,29,131
"Mississippi County, Missouri",14208,29,133
"Moniteau County, Missouri",15801,29,135
"Monroe County, Missouri",8680,29,137
"Montgomery County, Missouri",11939,29,139
"Morgan County, Missouri",20225,29,141
"New Madrid County, Missouri",18411,29,143
"Newton County, Missouri",58777,29,145
"Nodaway County, Missouri",23186,29,147
"Oregon County, Missouri",10979,29,149
"Queens County, New York",2301139,36,081
"Rensselaer County, New York",159900,36,083
"Richmond County, New York",472481,36,085
"Rockland County, New York",320688,36,087
"St. Lawrence County, New York",112011,36,089
"Saratoga County, New York",223774,36,091
"Schenectady County, New York",154796,36,093
"Schoharie County, New York",31913,36,095
"Schuyler County, New York",18410,36,097
"Seneca County, New York",35144,36,099
"Steuben County, New York",98665,36,101
"Suffolk County, New York",1501373,36,103
"Sullivan County, New York",76330,36,105
"Tioga County, New York",50199,36,107
"Tompkins County, New York",103855,36,109
"Ulster County, New York",181300,36,111
"Warren County, New York",65180,36,113
"Washington County, New York",62700,36,115
"Wayne County, New York",92416,36,117
"Westchester County, New York",967315,36,119
"Wyoming County, New York",41446,36,121
"Yates County, New York",25187,36,123
"Alamance County, North Carolina",155258,37,001
"Alexander County, North Carolina",37158,37,003
"Alleghany County, North Carolina",10911,37,005
"Anson County, North Carolina",26135,37,007
"Ashe County, North Carolina",27114,37,009
"Avery County, North Carolina",17695,37,011
"Beaufort County, North Carolina",47561,37,013
"Bertie County, North Carolina",20518,37,015
"Bladen County, North Carolina",34720,37,017
"Brunswick County, North Carolina",115926,37,019
"Buncombe County, North Carolina",247336,37,021
"Burke County, North Carolina",89548,37,023
"Cabarrus County, North Carolina",188375,37,025
"Caldwell County, North Carolina",81758,37,027
"Camden County, North Carolina",10161,37,029
"Carteret County, North Carolina",68228,37,031
"Caswell County, North Carolina",23174,37,033
"Catawba County, North Carolina",154610,37,035
"Chatham County, North Carolina",67431,37,037
"Cherokee County, North Carolina",27092,37,039
"Chowan County, North Carolina",14656,37,041
"Clay County, North Carolina",10656,37,043
"Cleveland County, North Carolina",97178,37,045
"Columbus County, North Carolina",57230,37,047
"Craven County, North Carolina",104450,37,049
"Cumberland County, North Carolina",324603,37,051
"Currituck County, North Carolina",24492,37,053
"Dare County, North Carolina",34863,37,055
"Davidson County, North Carolina",163867,37,057
"Davie County, North Carolina",41447,37,059
"Duplin County, North Carolina",59453,37,061
"Durham County, North Carolina",288817,37,063
"Edgecombe County, North Carolina",55280,37,065
"Forsyth County, North Carolina",361684,37,067
"Franklin County, North Carolina",62296,37,069
"Gaston County, North Carolina",209807,37,071
"Gates County, North Carolina",11724,37,073
"Graham County, North Carolina",8700,37,075
"Granville County, North Carolina",58109,37,077
"Greene County, North Carolina",21328,37,079
"Guilford County, North Carolina",506763,37,081
"Halifax County, North Carolina",53407,37,083
"Harnett County, North Carolina",124320,37,085
"Haywood County, North Carolina",59170,37,087
"Henderson County, North Carolina",109719,37,089
"Hertford County, North Carolina",24368,37,091
"Hoke County, North Carolina",51075,37,093
"Hyde County, North Carolina",5693,37,095
"Iredell County, North Carolina",165066,37,097
"Jackson County, North Carolina",40812,37,099
"Johnston County, North Carolina",178396,37,101
"Jones County, North Carolina",10166,37,103
"Lee County, North Carolina",59418,37,105
"Lenoir County, North Carolina",58782,37,107
"Lincoln County, North Carolina",79578,37,109
"McDowell County, North Carolina",44961,37,111
"Macon County, North Carolina",33919,37,113
"Madison County, North Carolina",21027,37,115
"Martin County, North Carolina",23729,37,117
"Mecklenburg County, North Carolina",990288,37,119
"Mitchell County, North Carolina",15330,37,121
"Montgomery County, North Carolina",27601,37,123
"Moore County, North Carolina",91743,37,125
"Nash County, North Carolina",94722,37,127
"New Hanover County, North Carolina",213091,37,129
"Northampton County, North Carolina",21011,37,131
"Onslow County, North Carolina",183753,37,133
"Orange County, North Carolina",138644,37,135
"Pamlico County, North Carolina",12982,37,137
"Pasquotank County, North Carolina",40018,37,139
"Pender County, North Carolina",55166,37,141
"Perquimans County, North Carolina",13498,37,143
"Person County, North Carolina",39262,37,145
"Pitt County, North Carolina",173798,37,147
"Polk County, North Carolina",20327,37,149
"Randolph County, North Carolina",142370,37,151
"Richmond County, North Carolina",46046,37,153
"Robeson County, North Carolina",134871,37,155
"Rockingham County, North Carolina",92300,37,157
"Rowan County, North Carolina",138361,37,159
"Rutherford County, North Carolina",66865,37,161
"Sampson County, North Carolina",63873,37,163
"Scotland County, North Carolina",35932,37,165
"Stanly County, North Carolina",60586,37,167
"Stokes County, North Carolina",46661,37,169
"Surry County, North Carolina",73170,37,171
"Swain County, North Carolina",14163,37,173
"Transylvania County, North Carolina",32928,37,175
"Tyrrell County, North Carolina",4152,37,177
"Union County, North Carolina",213422,37,179
"Vance County, North Carolina",44829,37,181
"Wake County, North Carolina",976019,37,183
"Warren County, North Carolina",20468,37,185
"Washington County, North Carolina",12668,37,187
"Watauga County, North Carolina",52240,37,189
"Wayne County, North Carolina",124355,37,191
"Wilkes County, North Carolina",68946,37,193
"Wilson County, North Carolina",81581,37,195
"Yadkin County, North Carolina",37971,37,197
"Yancey County, North Carolina",17604,37,199
"Adams County, North Dakota",2341,38,001
"Barnes County, North Dakota",11097,38,003
"Benson County, North Dakota",6794,38,005
"Billings County, North Dakota",969,38,007
"Bottineau County, North Dakota",6634,38,009
"Bowman County, North Dakota",3221,38,011
"Burke County, North Dakota",2208,38,013
"Burleigh County, North Dakota",88223,38,015
"Cass County, North Dakota",162500,38,017
"Cavalier County, North Dakota",3890,38,019
"Dickey County, North Dakota",5195,38,021
"Divide County, North Dakota",2314,38,023
"Dunn County, North Dakota",4195,38,025
"Eddy County, North Dakota",2370,38,027
"Emmons County, North Dakota",3463,38,029
"Foster County, North Dakota",3366,38,031
"Golden Valley County, North Dakota",1822,38,033
"Grand Forks County, North Dakota",68979,38,035
"Grant County, North Dakota",2362,38,037
"Griggs County, North Dakota",2329,38,039
"Hettinger County, North Dakota",2621,38,041
"Kidder County, North Dakota",2430,38,043
"LaMoure County, North Dakota",4113,38,045
"Logan County, North Dakota",1945,38,047
"McHenry County, North Dakota",5817,38,049
"McIntosh County, North Dakota",2759,38,051
"McKenzie County, North Dakota",9615,38,053
"McLean County, North Dakota",9451,38,055
"Mercer County, North Dakota",8633,38,057
"Morton County, North Dakota",28985,38,059
"Mountrail County, North Dakota",9253,38,061
"Nelson County, North Dakota",3048,38,063
"Oliver County, North Dakota",1819,38,065
"Pembina County, North Dakota",7206,38,067
"Pierce County, North Dakota",4395,38,069
"Ramsey County, North Dakota",11566,38,071
"Ransom County, North Dakota",5453,38,073
"Renville County, North Dakota",2562,38,075
"Richland County, North Dakota",16317,38,077
"Rolette County, North Dakota",14498,38,079
"Sargent County, North Dakota",3874,38,081
"Sheridan County, North Dakota",1337,38,083
"Sioux County, North Dakota",4380,38,085
"Slope County, North Dakota",673,38,087
"Stark County, North Dakota",28628,38,089
"Steele County, North Dakota",1979,38,091
"Stutsman County, North Dakota",21076,38,093
"Towner County, North Dakota",2294,38,095
"Traill County, North Dakota",8077,38,097
"Walsh County, North Dakota",11005,38,099
"Ward County, North Dakota",67736,38,101
"Wells County, North Dakota",4204,38,103
"Williams County, North Dakota",29619,38,105
"Adams County, Ohio",28229,39,001
"Allen County, Ohio",105196,39,003
"Ashland County, Ohio",53189,39,005
"Ashtabula County, Ohio",99777,39,007
"Athens County, Ohio",64974,39,009
"Judith Basin County, Montana",1997,30,045
"Lake County, Montana",29157,30,047
"Lewis and Clark County, Montana",65357,30,049
"Liberty County, Montana",2369,30,051
"Lincoln County, Montana",19337,30,053
"McCone County, Montana",1728,30,055
"Madison County, Montana",7767,30,057
"Meagher County, Montana",1898,30,059
"Mineral County, Montana",4238,30,061
"Missoula County, Montana",111966,30,063
"Musselshell County, Montana",4790,30,065
"Park County, Montana",15708,30,067
"Petroleum County, Montana",443,30,069
"Phillips County, Montana",4167,30,071
"Pondera County, Montana",6206,30,073
"Powder River County, Montana",1703,30,075
"Powell County, Montana",6975,30,077
"Prairie County, Montana",1372,30,079
"Ravalli County, Montana",40823,30,081
"Richland County, Montana",11132,30,083
"Roosevelt County, Montana",11072,30,085
"Rosebud County, Montana",9352,30,087
"Sanders County, Montana",11346,30,089
"Sheridan County, Montana",3630,30,091
"Silver Bow County, Montana",34549,30,093
"Stillwater County, Montana",9288,30,095
"Sweet Grass County, Montana",3633,30,097
"Teton County, Montana",6074,30,099
"Toole County, Montana",5150,30,101
"Treasure County, Montana",812,30,103
"Valley County, Montana",7577,30,105
"Wheatland County, Montana",2115,30,107
"Wibaux County, Montana",986,30,109
"Yellowstone County, Montana",153692,30,111
"Adams County, Nebraska",31442,31,001
"Antelope County, Nebraska",6486,31,003
"Arthur County, Nebraska",448,31,005
"Banner County, Nebraska",820,31,007
"Blaine County, Nebraska",551,31,009
"Boone County, Nebraska",5373,31,011
"Box Butte County, Nebraska",11310,31,013
"Boyd County, Nebraska",2039,31,015
"Brown County, Nebraska",3078,31,017
"Buffalo County, Nebraska",47958,31,019
"Burt County, Nebraska",6647,31,021
"Butler County, Nebraska",8256,31,023
"Cass County, Nebraska",25360,31,025
"Cedar County, Nebraska",8675,31,027
"Chase County, Nebraska",3897,31,029
"Cherry County, Nebraska",5770,31,031
"Cheyenne County, Nebraska",10077,31,033
"Clay County, Nebraska",6382,31,035
"Colfax County, Nebraska",10522,31,037
"Cuming County, Nebraska",9078,31,039
"Custer County, Nebraska",10802,31,041
"Dakota County, Nebraska",20798,31,043
"Dawes County, Nebraska",9136,31,045
"Dawson County, Nebraska",24069,31,047
"Deuel County, Nebraska",1946,31,049
"Dixon County, Nebraska",5866,31,051
"Dodge County, Nebraska",36725,31,053
"Douglas County, Nebraska",537655,31,055
"Dundy County, Nebraska",2015,31,057
"Fillmore County, Nebraska",5697,31,059
"Franklin County, Nebraska",3105,31,061
"Frontier County, Nebraska",2573,31,063
"Furnas County, Nebraska",4887,31,065
"Gage County, Nebraska",21818,31,067
"Garden County, Nebraska",1823,31,069
"Garfield County, Nebraska",1933,31,071
"Gosper County, Nebraska",1976,31,073
"Grant County, Nebraska",769,31,075
"Greeley County, Nebraska",2476,31,077
"Hall County, Nebraska",60792,31,079
"Hamilton County, Nebraska",9100,31,081
"Harlan County, Nebraska",3458,31,083
"Hayes County, Nebraska",1084,31,085
"Hitchcock County, Nebraska",2879,31,087
"Holt County, Nebraska",10398,31,089
"Hooker County, Nebraska",681,31,091
"Howard County, Nebraska",6347,31,093
"Jefferson County, Nebraska",7433,31,095
"Johnson County, Nebraska",5167,31,097
"Kearney County, Nebraska",6549,31,099
"Keith County, Nebraska",8146,31,101
"Keya Paha County, Nebraska",711,31,103
"Kimball County, Nebraska",3720,31,105
"Knox County, Nebraska",8556,31,107
"Lancaster County, Nebraska",298080,31,109
"Lincoln County, Nebraska",35896,31,111
"Logan County, Nebraska",851,31,113
"Loup County, Nebraska",548,31,115
"McPherson County, Nebraska",433,31,117
"Madison County, Nebraska",35111,31,119
"Merrick County, Nebraska",7776,31,121
"Morrill County, Nebraska",4874,31,123
"Nance County, Nebraska",3639,31,125
"Nemaha County, Nebraska",7168,31,127
"Nuckolls County, Nebraska",4391,31,129
"Otoe County, Nebraska",15842,31,131
"Pawnee County, Nebraska",2726,31,133
"Perkins County, Nebraska",2924,31,135
"Phelps County, Nebraska",9216,31,137
"Pierce County, Nebraska",7184,31,139
"Platte County, Nebraska",32642,31,141
"Polk County, Nebraska",5271,31,143
"Red Willow County, Nebraska",10946,31,145
"Richardson County, Nebraska",8201,31,147
"Rock County, Nebraska",1401,31,149
"Saline County, Nebraska",14360,31,151
"Sarpy County, Nebraska",169192,31,153
"Saunders County, Nebraska",20913,31,155
"Scotts Bluff County, Nebraska",36684,31,157
"Seward County, Nebraska",16998,31,159
"Sheridan County, Nebraska",5294,31,161
"Sherman County, Nebraska",3107,31,163
"Sioux County, Nebraska",1249,31,165
"Stanton County, Nebraska",6081,31,167
"Thayer County, Nebraska",5182,31,169
"Thomas County, Nebraska",675,31,171
"Thurston County, Nebraska",6946,31,173
"Valley County, Nebraska",4254,31,175
"Washington County, Nebraska",20257,31,177
"Wayne County, Nebraska",9425,31,179
"Webster County, Nebraska",3697,31,181
"Wheeler County, Nebraska",847,31,183
"York County, Nebraska",13825,31,185
"Churchill County, Nevada",24252,32,001
"Clark County, Nevada",2035572,32,003
"Douglas County, Nevada",47259,32,005
"Elko County, Nevada",51562,32,007
"Esmeralda County, Nevada",1141,32,009
"Eureka County, Nevada",1669,32,011
"Humboldt County, Nevada",17067,32,013
"Lander County, Nevada",5946,32,015
"Lincoln County, Nevada",5194,32,017
"Lyon County, Nevada",51657,32,019
"Mineral County, Nevada",4566,32,021
"Nye County, Nevada",42625,32,023
"Pershing County, Nevada",6722,32,027
"Storey County, Nevada",3929,32,029
"Washoe County, Nevada",435019,32,031
"White Pine County, Nevada",9974,32,033
"Carson City, Nevada",54482,32,510
"Belknap County, New Hampshire",60399,33,001
"Carroll County, New Hampshire",47513,33,003
"Cheshire County, New Hampshire",76430,33,005
"Coos County, New Hampshire",31870,33,007
"Grafton County, New Hampshire",89341,33,009
"Hillsborough County, New Hampshire",403972,33,011
"Merrimack County, New Hampshire",147262,33,013
"Rockingham County, New Hampshire",299006,33,015
"Strafford County, New Hampshire",125273,33,017
"Sullivan County, New Hampshire",43135,33,019
"Atlantic County, New Jersey",275376,34,001
"Bergen County, New Jersey",926330,34,003
"Burlington County, New Jersey",450556,34,005
"Camden County, New Jersey",511998,34,007
"Cape May County, New Jersey",95805,34,009
"Cumberland County, New Jersey",157035,34,011
"Essex County, New Jersey",791609,34,013
"Gloucester County, New Jersey",290298,34,015
"Hudson County, New Jersey",662619,34,017
"Hunterdon County, New Jersey",126250,34,019
"Mercer County, New Jersey",370212,34,021
"Middlesex County, New Jersey",830300,34,023
"Monmouth County, New Jersey",629185,34,025
"Morris County, New Jersey",498192,34,027
"Ocean County, New Jersey",583450,34,029
"Passaic County, New Jersey",507574,34,031
"Salem County, New Jersey",65120,34,033
"Somerset County, New Jersey",330604,34,035
"Sussex County, New Jersey",145930,34,037
"Union County, New Jersey",548744,34,039
"Warren County, New Jersey",107226,34,041
"Bernalillo County, New Mexico",673943,35,001
"Catron County, New Mexico",3583,35,003
"Chaves County, New Mexico",65811,35,005
"Cibola County, New Mexico",27382,35,006
"Colfax County, New Mexico",12997,35,007
"Curry County, New Mexico",50497,35,009
"De Baca County, New Mexico",2020,35,011
"Do?a Ana County, New Mexico",213963,35,013
"Eddy County, New Mexico",55641,35,015
"Grant County, New Mexico",29119,35,017
"Guadalupe County, New Mexico",4526,35,019
"Harding County, New Mexico",565,35,021
"Hidalgo County, New Mexico",4643,35,023
"Lea County, New Mexico",68149,35,025
"Lincoln County, New Mexico",19931,35,027
"Los Alamos County, New Mexico",17939,35,028
"Luna County, New Mexico",24789,35,029
"McKinley County, New Mexico",73998,35,031
"Mora County, New Mexico",4660,35,033
"Otero County, New Mexico",65318,35,035
"Quay County, New Mexico",8698,35,037
"Rio Arriba County, New Mexico",39949,35,039
"Roosevelt County, New Mexico",19908,35,041
"Sandoval County, New Mexico",136638,35,043
"San Juan County, New Mexico",125133,35,045
"San Miguel County, New Mexico",28668,35,047
"Santa Fe County, New Mexico",147108,35,049
"Sierra County, New Mexico",11615,35,051
"Socorro County, New Mexico",17494,35,053
"Taos County, New Mexico",32943,35,055
"Torrance County, New Mexico",15853,35,057
"Union County, New Mexico",4339,35,059
"Valencia County, New Mexico",76297,35,061
"Albany County, New York",307463,36,001
"Allegany County, New York",48070,36,003
"Bronx County, New York",1428357,36,005
"Broome County, New York",198093,36,007
"Cattaraugus County, New York",78962,36,009
"Cayuga County, New York",79173,36,011
"Chautauqua County, New York",132646,36,013
"Chemung County, New York",88267,36,015
"Chenango County, New York",49549,36,017
"Clinton County, New York",81685,36,019
"Columbia County, New York",62195,36,021
"Cortland County, New York",49043,36,023
"Delaware County, New York",46901,36,025
"Dutchess County, New York",296928,36,027
"Erie County, New York",921584,36,029
"Essex County, New York",38912,36,031
"Franklin County, New York",51280,36,033
"Fulton County, New York",54606,36,035
"Genesee County, New York",59458,36,037
"Greene County, New York",48312,36,039
"Hamilton County, New York",4760,36,041
"Herkimer County, New York",64034,36,043
"Jefferson County, New York",118947,36,045
"Kings County, New York",2595259,36,047
"Lewis County, New York",27124,36,049
"Livingston County, New York",64801,36,051
"Madison County, New York",72427,36,053
"Monroe County, New York",749356,36,055
"Montgomery County, New York",49779,36,057
"Nassau County, New York",1354612,36,059
"New York County, New York",1629507,36,061
"Niagara County, New York",214150,36,063
"Oneida County, New York",233558,36,065
"Onondaga County, New York",468304,36,067
"Ontario County, New York",109192,36,069
"Orange County, New York",375384,36,071
"Orleans County, New York",42204,36,073
"Oswego County, New York",121183,36,075
"Otsego County, New York",61399,36,077
"Putnam County, New York",99488,36,079
"Loudon County, Tennessee",50229,47,105
"McMinn County, Tennessee",52506,47,107
"McNairy County, Tennessee",26103,47,109
"Macon County, Tennessee",22761,47,111
"Madison County, Tennessee",98184,47,113
"Marion County, Tennessee",28306,47,115
"Marshall County, Tennessee",31159,47,117
"Maury County, Tennessee",84089,47,119
"Meigs County, Tennessee",11716,47,121
"Monroe County, Tennessee",45293,47,123
"Montgomery County, Tennessee",185980,47,125
"Moore County, Tennessee",6351,47,127
"Morgan County, Tennessee",21794,47,129
"Obion County, Tennessee",31129,47,131
"Overton County, Tennessee",22100,47,133
"Perry County, Tennessee",7864,47,135
"Pickett County, Tennessee",5097,47,137
"Polk County, Tennessee",16687,47,139
"Putnam County, Tennessee",73810,47,141
"Rhea County, Tennessee",32394,47,143
"Roane County, Tennessee",53162,47,145
"Robertson County, Tennessee",67426,47,147
"Rutherford County, Tennessee",282558,47,149
"Scott County, Tennessee",22043,47,151
"Sequatchie County, Tennessee",14592,47,153
"Sevier County, Tennessee",93617,47,155
"Shelby County, Tennessee",937750,47,157
"Smith County, Tennessee",19136,47,159
"Stewart County, Tennessee",13286,47,161
"Sullivan County, Tennessee",156752,47,163
"Sumner County, Tennessee",169623,47,165
"Tipton County, Tennessee",61674,47,167
"Trousdale County, Tennessee",7884,47,169
"Unicoi County, Tennessee",18069,47,171
"Union County, Tennessee",19096,47,173
"Van Buren County, Tennessee",5596,47,175
"Warren County, Tennessee",40015,47,177
"Washington County, Tennessee",125317,47,179
"Wayne County, Tennessee",16897,47,181
"Weakley County, Tennessee",34415,47,183
"White County, Tennessee",26252,47,185
"Williamson County, Tennessee",199456,47,187
"Wilson County, Tennessee",122445,47,189
"Anderson County, Texas",57915,48,001
"Andrews County, Texas",16775,48,003
"Angelina County, Texas",87748,48,005
"Aransas County, Texas",24292,48,007
"Archer County, Texas",8779,48,009
"Armstrong County, Texas",1943,48,011
"Atascosa County, Texas",47050,48,013
"Austin County, Texas",28886,48,015
"Bailey County, Texas",7126,48,017
"Bandera County, Texas",20796,48,019
"Bastrop County, Texas",76948,48,021
"Baylor County, Texas",3628,48,023
"Bee County, Texas",32659,48,025
"Bell County, Texas",326041,48,027
"Bexar County, Texas",1825502,48,029
"Blanco County, Texas",10723,48,031
"Borden County, Texas",705,48,033
"Bosque County, Texas",17971,48,035
"Bowie County, Texas",93155,48,037
"Brazoria County, Texas",331741,48,039
"Auglaize County, Ohio",45873,39,011
"Belmont County, Ohio",69560,39,013
"Brown County, Ohio",44247,39,015
"Butler County, Ohio",372538,39,017
"Carroll County, Ohio",28361,39,019
"Champaign County, Ohio",39393,39,021
"Clark County, Ohio",136827,39,023
"Clermont County, Ohio",200285,39,025
"Clinton County, Ohio",41892,39,027
"Columbiana County, Ohio",105987,39,029
"Coshocton County, Ohio",36724,39,031
"Crawford County, Ohio",42725,39,033
"Cuyahoga County, Ohio",1263189,39,035
"Darke County, Ohio",52356,39,037
"Defiance County, Ohio",38669,39,039
"Delaware County, Ohio",185433,39,041
"Erie County, Ohio",76141,39,043
"Fairfield County, Ohio",149112,39,045
"Fayette County, Ohio",28769,39,047
"Franklin County, Ohio",1215761,39,049
"Fulton County, Ohio",42485,39,051
"Gallia County, Ohio",30565,39,053
"Geauga County, Ohio",93874,39,055
"Greene County, Ohio",164192,39,057
"Guernsey County, Ohio",39626,39,059
"Hamilton County, Ohio",804194,39,061
"Hancock County, Ohio",75428,39,063
"Hardin County, Ohio",31736,39,065
"Harrison County, Ohio",15633,39,067
"Henry County, Ohio",28015,39,069
"Highland County, Ohio",43170,39,071
"Hocking County, Ohio",28914,39,073
"Holmes County, Ohio",43436,39,075
"Huron County, Ohio",58937,39,077
"Jackson County, Ohio",32854,39,079
"Jefferson County, Ohio",68053,39,081
"Knox County, Ohio",61004,39,083
"Lake County, Ohio",229437,39,085
"Lawrence County, Ohio",61827,39,087
"Licking County, Ohio",168693,39,089
"Logan County, Ohio",45484,39,091
"Lorain County, Ohio",303152,39,093
"Lucas County, Ohio",436261,39,095
"Madison County, Ohio",43456,39,097
"Mahoning County, Ohio",234550,39,099
"Marion County, Ohio",65943,39,101
"Medina County, Ohio",174831,39,103
"Meigs County, Ohio",23473,39,105
