NAME,B01003_001E,state,county
"Milam County, Texas",24344,48,331
"Mills County, Texas",4875,48,333
"Mitchell County, Texas",9169,48,335
"Montague County, Texas",19478,48,337
"Montgomery County, Texas",502586,48,339
"Moore County, Texas",22281,48,341
"Morris County, Texas",12700,48,343
"Motley County, Texas",1071,48,345
"Nacogdoches County, Texas",65531,48,347
"Navarro County, Texas",48118,48,349
"Newton County, Texas",14231,48,351
"Nolan County, Texas",15061,48,353
"Nueces County, Texas",352060,48,355
"Ochiltree County, Texas",10642,48,357
"Oldham County, Texas",2071,48,359
"Orange County, Texas",83217,48,361
"Palo Pinto County, Texas",27921,48,363
"Panola County, Texas",23900,48,365
"Parker County, Texas",121418,48,367
"Parmer County, Texas",10004,48,369
"Pecos County, Texas",15807,48,371
"Polk County, Texas",46113,48,373
"Potter County, Texas",122352,48,375
"Presidio County, Texas",7304,48,377
"Rains County, Texas",11037,48,379
"Randall County, Texas",126782,48,381
"Reagan County, Texas",3598,48,383
"Real County, Texas",3356,48,385
"Red River County, Texas",12567,48,387
"Reeves County, Texas",14179,48,389
"Refugio County, Texas",7277,48,391
"Roberts County, Texas",931,48,393
"Robertson County, Texas",16532,48,395
"Rockwall County, Texas",85536,48,397
"Runnels County, Texas",10445,48,399
"Rusk County, Texas",53457,48,401
"Sabine County, Texas",10440,48,403
"San Augustine County, Texas",8695,48,405
"San Jacinto County, Texas",27023,48,407
"San Patricio County, Texas",66070,48,409
"San Saba County, Texas",5893,48,411
"Schleicher County, Texas",3224,48,413
"Scurry County, Texas",17238,48,415
"Shackelford County, Texas",3352,48,417
"Shelby County, Texas",25725,48,419
"Sherman County, Texas",3066,48,421
"Smith County, Texas",217552,48,423
"Somervell County, Texas",8608,48,425
"Starr County, Texas",62648,48,427
"Stephens County, Texas",9452,48,429
"Sterling County, Texas",1346,48,431
"Stonewall County, Texas",1414,48,433
"Sutton County, Texas",3966,48,435
"Swisher County, Texas",7713,48,437
"Tarrant County, Texas",1914526,48,439
"Taylor County, Texas",134435,48,441
"Terrell County, Texas",921,48,443
"Terry County, Texas",12687,48,445
"Throckmorton County, Texas",1545,48,447
"Titus County, Texas",32553,48,449
"Tom Green County, Texas",115056,48,451
"Travis County, Texas",1121645,48,453
"Trinity County, Texas",14405,48,455
"Tyler County, Texas",21462,48,457
"Upshur County, Texas",40096,48,459
"Upton County, Texas",3405,48,461
"Uvalde County, Texas",26952,48,463
"Val Verde County, Texas",48980,48,465
"Van Zandt County, Texas",52736,48,467
"Victoria County, Texas",90099,48,469
"Walker County, Texas",69330,48,471
"Waller County, Texas",45847,48,473
"Ward County, Texas",11225,48,475
"Washington County, Texas",34236,48,477
"Webb County, Texas",263251,48,479
"Wharton County, Texas",41264,48,481
"Wheeler County, Texas",5618,48,483
"Wichita County, Texas",131957,48,485
"Wilbarger County, Texas",13158,48,487
"Willacy County, Texas",22002,48,489
"Williamson County, Texas",473592,48,491
"Wilson County, Texas",45509,48,493
"Winkler County, Texas",7576,48,495
"Wise County, Texas",61243,48,497
"Wood County, Texas",42712,48,499
"Yoakum County, Texas",8213,48,501
"Young County, Texas",18329,48,503
"Zapata County, Texas",14308,48,505
"Zavala County, Texas",12060,48,507
"Beaver County, Utah",6461,49,001
"Box Elder County, Utah",50991,49,003
"Cache County, Utah",117449,49,005
"Carbon County, Utah",20927,49,007
"Daggett County, Utah",776,49,009
"Davis County, Utah",323374,49,011
"Duchesne County, Utah",19817,49,013
"Emery County, Utah",10728,49,015
"Garfield County, Utah",5069,49,017
"Grand County, Utah",9388,49,019
"Iron County, Utah",47139,49,021
"Juab County, Utah",10400,49,023
"Kane County, Utah",7202,49,025
"Millard County, Utah",12582,49,027
"Morgan County, Utah",10276,49,029
"Piute County, Utah",1865,49,031
"Rich County, Utah",2292,49,033
"Salt Lake County, Utah",1078958,49,035
"San Juan County, Utah",15152,49,037
"Sanpete County, Utah",28261,49,039
"Sevier County, Utah",20871,49,041
"Summit County, Utah",38521,49,043
"Tooele County, Utah",60893,49,045
"Spokane County, Washington",480832,53,063
"Stevens County, Washington",43548,53,065
"Thurston County, Washington",262723,53,067
"Wahkiakum County, Washington",4035,53,069
"Walla Walla County, Washington",59726,53,071
"Whatcom County, Washington",207100,53,073
"Whitman County, Washington",46737,53,075
"Yakima County, Washington",247408,53,077
"Barbour County, West Virginia",16731,54,001
"Berkeley County, West Virginia",108724,54,003
"Boone County, West Virginia",24000,54,005
"Braxton County, West Virginia",14466,54,007
"Brooke County, West Virginia",23665,54,009
"Cabell County, West Virginia",96824,54,011
"Calhoun County, West Virginia",7557,54,013
"Clay County, West Virginia",9141,54,015
"Doddridge County, West Virginia",8201,54,017
"Fayette County, West Virginia",45534,54,019
"Gilmer County, West Virginia",8644,54,021
"Grant County, West Virginia",11815,54,023
"Greenbrier County, West Virginia",35666,54,025
"Hampshire County, West Virginia",23542,54,027
"Hancock County, West Virginia",30201,54,029
"Hardy County, West Virginia",13936,54,031
"Harrison County, West Virginia",68998,54,033
"Jackson County, West Virginia",29256,54,035
"Jefferson County, West Virginia",55214,54,037
"Kanawha County, West Virginia",190781,54,039
"Lewis County, West Virginia",16434,54,041
"Lincoln County, West Virginia",21560,54,043
"Logan County, West Virginia",35760,54,045
"McDowell County, West Virginia",20802,54,047
"Marion County, West Virginia",56790,54,049
"Marshall County, West Virginia",32480,54,051
"Mason County, West Virginia",27177,54,053
"Mercer County, West Virginia",61891,54,055
"Mineral County, West Virginia",27755,54,057
"Mingo County, West Virginia",25931,54,059
"Monongalia County, West Virginia",101668,54,061
"Monroe County, West Virginia",13525,54,063
"Morgan County, West Virginia",17475,54,065
"Nicholas County, West Virginia",25930,54,067
"Ohio County, West Virginia",43637,54,069
"Pendleton County, West Virginia",7402,54,071
"Pleasants County, West Virginia",7636,54,073
"Pocahontas County, West Virginia",8697,54,075
"Preston County, West Virginia",33809,54,077
"Putnam County, West Virginia",56596,54,079
"Raleigh County, West Virginia",78493,54,081
"Randolph County, West Virginia",29365,54,083
"Ritchie County, West Virginia",10140,54,085
"Roane County, West Virginia",14636,54,087
"Summers County, West Virginia",13544,54,089
"Taylor County, West Virginia",16977,54,091
"Tucker County, West Virginia",6972,54,093
"Tyler County, West Virginia",9033,54,095
"Upshur County, West Virginia",24560,54,097
"Wayne County, West Virginia",41499,54,099
"Webster County, West Virginia",8927,54,101
"Wetzel County, West Virginia",16157,54,103
"Wirt County, West Virginia",5841,54,105
"Wood County, West Virginia",86559,54,107
"Wyoming County, West Virginia",22866,54,109
"Adams County, Wisconsin",20451,55,001
"Ashland County, Wisconsin",15993,55,003
"Barron County, Wisconsin",45686,55,005
"Bayfield County, Wisconsin",15050,55,007
"Brown County, Wisconsin",254717,55,009
"Buffalo County, Wisconsin",13319,55,011
"Burnett County, Wisconsin",15334,55,013
"Calumet County, Wisconsin",49678,55,015
"Chippewa County, Wisconsin",63209,55,017
"Clark County, Wisconsin",34518,55,019
"Columbia County, Wisconsin",56607,55,021
"Crawford County, Wisconsin",16483,55,023
"Dane County, Wisconsin",510198,55,025
"Dodge County, Wisconsin",88547,55,027
"Door County, Wisconsin",27731,55,029
"Douglas County, Wisconsin",43799,55,031
"Dunn County, Wisconsin",44159,55,033
"Eau Claire County, Wisconsin",101281,55,035
"Florence County, Wisconsin",4476,55,037
"Fond du Lac County, Wisconsin",101920,55,039
"Forest County, Wisconsin",9150,55,041
"Grant County, Wisconsin",51489,55,043
"Green County, Wisconsin",37044,55,045
"Green Lake County, Wisconsin",18966,55,047
"Iowa County, Wisconsin",23769,55,049
"Iron County, Wisconsin",5907,55,051
"Jackson County, Wisconsin",20543,55,053
"Jefferson County, Wisconsin",84345,55,055
"Juneau County, Wisconsin",26494,55,057
"Kenosha County, Wisconsin",167738,55,059
"Kewaunee County, Wisconsin",20483,55,061
"La Crosse County, Wisconsin",117048,55,063
"Lafayette County, Wisconsin",16835,55,065
"Langlade County, Wisconsin",19551,55,067
"Lincoln County, Wisconsin",28286,55,069
"Manitowoc County, Wisconsin",80521,55,071
"Marathon County, Wisconsin",135177,55,073
"Marinette County, Wisconsin",41287,55,075
"Marquette County, Wisconsin",15140,55,077
"Menominee County, Wisconsin",4451,55,078
"Milwaukee County, Wisconsin",955939,55,079
"Monroe County, Wisconsin",45274,55,081
"Oconto County, Wisconsin",37476,55,083
"Oneida County, Wisconsin",35653,55,085
"Outagamie County, Wisconsin",180430,55,087
"Ozaukee County, Wisconsin",87273,55,089
"Pepin County, Wisconsin",7372,55,091
"Pierce County, Wisconsin",40799,55,093
"Polk County, Wisconsin",43572,55,095
"Portage County, Wisconsin",70432,55,097
"Price County, Wisconsin",13800,55,099
"Racine County, Wisconsin",194895,55,101
"Richland County, Wisconsin",17746,55,103
"Rock County, Wisconsin",160727,55,105
"Rusk County, Wisconsin",14357,55,107
"St. Croix County, Wisconsin",86118,55,109
"Sauk County, Wisconsin",62992,55,111
"Sawyer County, Wisconsin",16483,55,113
"Shawano County, Wisconsin",41563,55,115
"Sheboygan County, Wisconsin",115226,55,117
"Taylor County, Wisconsin",20569,55,119
"Trempealeau County, Wisconsin",29412,55,121
"Vernon County, Wisconsin",30279,55,123
"Vilas County, Wisconsin",21355,55,125
"Walworth County, Wisconsin",103039,55,127
"Washburn County, Wisconsin",15700,55,129
"Washington County, Wisconsin",132921,55,131
"Waukesha County, Wisconsin",393873,55,133
"Waupaca County, Wisconsin",52125,55,135
"Waushara County, Wisconsin",24321,55,137
"Winnebago County, Wisconsin",169004,55,139
"Wood County, Wisconsin",74012,55,141
"Albany County, Wyoming",37565,56,001
"Big Horn County, Wyoming",11895,56,003
"Campbell County, Wyoming",48013,56,005
"Carbon County, Wyoming",15739,56,007
"Converse County, Wyoming",14101,56,009
"Crook County, Wyoming",7229,56,011
"Fremont County, Wyoming",40755,56,013
"Goshen County, Wyoming",13544,56,015
"Hot Springs County, Wyoming",4809,56,017
"Johnson County, Wyoming",8600,56,019
"Laramie County, Wyoming",95431,56,021
"Lincoln County, Wyoming",18316,56,023
"Natrona County, Wyoming",80011,56,025
"Niobrara County, Wyoming",2516,56,027
"Park County, Wyoming",28985,56,029
"Platte County, Wyoming",8750,56,031
"Sheridan County, Wyoming",29738,56,033
"Sublette County, Wyoming",10117,56,035
"Sweetwater County, Wyoming",44772,56,037
"Teton County, Wyoming",22311,56,039
"Uinta County, Wyoming",20930,56,041
"Washakie County, Wyoming",8400,56,043
"Weston County, Wyoming",7152,56,045
"Adjuntas Municipio, Puerto Rico",18962,72,001
"Aguada Municipio, Puerto Rico",40603,72,003
"Aguadilla Municipio, Puerto Rico",57973,72,005
"Aguas Buenas Municipio, Puerto Rico",27693,72,007
"Aibonito Municipio, Puerto Rico",24829,72,009
"Arecibo Municipio, Puerto Rico",92511,72,013
"Arroyo Municipio, Puerto Rico",19018,72,015
"Barceloneta Municipio, Puerto Rico",24775,72,017
"Barranquitas Municipio, Puerto Rico",29805,72,019
"Cabo Rojo Municipio, Puerto Rico",50380,72,023
"Caguas Municipio, Puerto Rico",138262,72,025
"Camuy Municipio, Puerto Rico",33949,72,027
"Carolina Municipio, Puerto Rico",168114,72,031
"Cayey Municipio, Puerto Rico",46647,72,035
"Ceiba Municipio, Puerto Rico",12810,72,037
"Ciales Municipio, Puerto Rico",17928,72,039
"Cidra Municipio, Puerto Rico",42298,72,041
"Coamo Municipio, Puerto Rico",40293,72,043
"Corozal Municipio, Puerto Rico",35975,72,047
"Culebra Municipio, Puerto Rico",1557,72,049
"Dorado Municipio, Puerto Rico",38166,72,051
"Fajardo Municipio, Puerto Rico",34720,72,053
"Florida Municipio, Puerto Rico",12408,72,054
"Guayama Municipio, Puerto Rico",43700,72,057
"Guayanilla Municipio, Puerto Rico",20442,72,059
"Guaynabo Municipio, Puerto Rico",93899,72,061
"Gurabo Municipio, Puerto Rico",46765,72,063
"Hatillo Municipio, Puerto Rico",41578,72,065
"Hormigueros Municipio, Puerto Rico",16845,72,067
"Humacao Municipio, Puerto Rico",56384,72,069
"Isabela Municipio, Puerto Rico",44438,72,071
"Jayuya Municipio, Puerto Rico",15890,72,073
"Juncos Municipio, Puerto Rico",40104,72,077
"Lajas Municipio, Puerto Rico",24722,72,079
"Lares Municipio, Puerto Rico",28727,72,081
"Las Piedras Municipio, Puerto Rico",38605,72,085
"Luquillo Municipio, Puerto Rico",19497,72,089
"Maricao Municipio, Puerto Rico",6315,72,093
"Maunabo Municipio, Puerto Rico",11701,72,095
"Moca Municipio, Puerto Rico",38815,72,099
"Morovis Municipio, Puerto Rico",32294,72,101
"Naguabo Municipio, Puerto Rico",26804,72,103
"Naranjito Municipio, Puerto Rico",29751,72,105
"Orocovis Municipio, Puerto Rico",22595,72,107
"Patillas Municipio, Puerto Rico",18441,72,109
"Ponce Municipio, Puerto Rico",156054,72,113
"Quebradillas Municipio, Puerto Rico",25205,72,115
"Sabana Grande Municipio, Puerto Rico",24307,72,121
"Salinas Municipio, Puerto Rico",30114,72,123
"San Juan Municipio, Puerto Rico",371400,72,127
"San Lorenzo Municipio, Puerto Rico",39778,72,129
"Santa Isabel Municipio, Puerto Rico",22913,72,133
"Toa Alta Municipio, Puerto Rico",74603,72,135
"Toa Baja Municipio, Puerto Rico",85242,72,137
"Trujillo Alto Municipio, Puerto Rico",71886,72,139
"Utuado Municipio, Puerto Rico",31474,72,141
"Vega Alta Municipio, Puerto Rico",39319,72,143
"Vega Baja Municipio, Puerto Rico",56858,72,145
"Vieques Municipio, Puerto Rico",9130,72,147
"Villalba Municipio, Puerto Rico",24685,72,149
"Yabucoa Municipio, Puerto Rico",36279,72,151
"Yauco Municipio, Puerto Rico",39474,72,153
"Manatí Municipio, Puerto Rico",42167,72,091
"Mayagüez Municipio, Puerto Rico",83418,72,097
"San Germán Municipio, Puerto Rico",34125,72,125
"Guánica Municipio, Puerto Rico",18207,72,055
"Loíza Municipio, Puerto Rico",28454,72,087
"Canóvanas Municipio, Puerto Rico",47432,72,029
"Juana Díaz Municipio, Puerto Rico",49259,72,075
"Río Grande Municipio, Puerto Rico",53029,72,119
"Las Marías Municipio, Puerto Rico",9306,72,083
"Comerío Municipio, Puerto Rico",20339,72,045
"Peñuelas Municipio, Puerto Rico",22770,72,111
"Rincón Municipio, Puerto Rico",14841,72,117
"Cataño Municipio, Puerto Rico",26680,72,033
"San Sebastián Municipio, Puerto Rico",40471,72,131
"Añasco Municipio, Puerto Rico",28579,72,011
"Bayamón Municipio, Puerto Rico",197287,72,021
