,NAME,GEO_ID,2000,2010,2015
17373,"Wentworth town, North Carolina",1600000US3771900,2807,2788,2762
17374,"East Spencer town, North Carolina",1600000US3719860,1534,1717,1453
17375,"Salisbury city, North Carolina",1600000US3758860,33662,33018,33653
17376,"Spindale town, North Carolina",1600000US3763880,4321,4268,4279
17377,"Garland town, North Carolina",1600000US3725460,625,724,674
17378,"Clemmons village, North Carolina",1600000US3712960,18627,18145,19340
17379,"Newton Grove town, North Carolina",1600000US3747020,569,671,526
17380,"Silver City CDP, North Carolina",1600000US3761920,882,829,914
17381,"Warsaw town, North Carolina",1600000US3771160,3054,3066,3168
17382,"Lexington city, North Carolina",1600000US3738060,18931,19155,19129
17383,"Conetoe town, North Carolina",1600000US3714200,294,392,352
17384,"Pinetops town, North Carolina",1600000US3752140,1374,1263,1161
17385,"Bailey town, North Carolina",1600000US3703020,569,715,530
17386,"Dortches town, North Carolina",1600000US3717520,935,789,1000
17387,"Bayshore CDP, North Carolina",1600000US3704015,3393,4230,3283
17388,"Carolina Beach town, North Carolina",1600000US3710500,5706,5665,5970
17389,"Grandfather village, North Carolina",1600000US3727320,25,118,61
17390,"Newland town, North Carolina",1600000US3746740,698,931,844
17391,"Castle Hayne CDP, North Carolina",1600000US3710880,1202,1309,953
17392,"Rich Square town, North Carolina",1600000US3756440,958,1189,927
17393,"Eden city, North Carolina",1600000US3720080,15527,15602,15483
17394,"China Grove town, North Carolina",1600000US3712480,3563,3586,4164
17395,"Yadkinville town, North Carolina",1600000US3775960,2959,2945,2946
17396,"Rhodhiss town, North Carolina",1600000US3756240,1070,1272,846
17397,"Stantonsburg town, North Carolina",1600000US3764560,784,771,814
17398,"East Bend town, North Carolina",1600000US3719320,612,604,473
17399,"Hays CDP, North Carolina",1600000US3730340,1851,1601,1896
17400,"Jacksonville city, North Carolina",1600000US3734200,70145,68989,68315
17401,"Bayboro town, North Carolina",1600000US3703960,1263,1405,1389
17402,"Stonewall town, North Carolina",1600000US3765120,281,255,215
17403,"Burgaw town, North Carolina",1600000US3708960,3872,3831,4011
17404,"Sandyfield town, North Carolina",1600000US3759135,447,363,473
17405,"Linden town, North Carolina",1600000US3738360,130,120,169
17406,"Harmony town, North Carolina",1600000US3729640,531,573,602
17407,"Rural Hall town, North Carolina",1600000US3758360,2937,2853,3046
17408,"Statesville city, North Carolina",1600000US3764740,24532,24619,25443
17409,"Gibsonville town, North Carolina",1600000US3725980,6410,6063,6634
17410,"Aulander town, North Carolina",1600000US3702580,895,748,785
17411,"Lewiston Woodville town, North Carolina",1600000US3738030,549,755,846
17412,"Elizabethtown town, North Carolina",1600000US3720600,3583,3636,3610
17413,"Swannanoa CDP, North Carolina",1600000US3766280,4576,4200,4685
17414,"Pittsboro town, North Carolina",1600000US3752660,3743,3555,3992
17415,"Brookford town, North Carolina",1600000US3708140,382,617,402
17416,"Brices Creek CDP, North Carolina",1600000US3707765,3073,2767,3921
17417,"Neuse Forest CDP, North Carolina",1600000US3746280,2005,1521,2244
17418,"Southern Shores town, North Carolina",1600000US3763130,2714,2656,2789
17419,"Lillington town, North Carolina",1600000US3738220,3194,3178,3388
17420,"Hassell town, North Carolina",1600000US3730040,84,56,38
17421,"Franklin town, North Carolina",1600000US3724640,3845,3848,3910
17422,"Charlotte city, North Carolina",1600000US3712000,731424,705896,792137
17423,"Trenton town, North Carolina",1600000US3768320,287,347,363
17424,"Harrisburg town, North Carolina",1600000US3729800,11526,10328,13883
17425,"Northlakes CDP, North Carolina",1600000US3747695,1534,1744,1681
17426,"Mesic town, North Carolina",1600000US3742480,220,341,215
17427,"Millers Creek CDP, North Carolina",1600000US3743160,2112,1595,1842
17428,"Boone town, North Carolina",1600000US3707080,17122,16566,17966
17429,"Seven Devils town, North Carolina",1600000US3760505,192,189,240
17430,"Vander CDP, North Carolina",1600000US3769740,1146,995,1097
17431,"Duck town, North Carolina",1600000US3718060,369,390,534
17432,"Mills River town, North Carolina",1600000US3743260,6802,6633,6964
17433,"Misenheimer village, North Carolina",1600000US3743580,728,920,711
17434,"Wallburg town, North Carolina",1600000US3770740,3047,3017,3067
17435,"Altamahaw CDP, North Carolina",1600000US3701140,347,350,465
17436,"Bear Grass town, North Carolina",1600000US3704180,73,135,137
17437,"North Topsail Beach town, North Carolina",1600000US3747845,743,983,1047
17438,"Ossipee town, North Carolina",1600000US3749600,543,562,692
17439,"Red Cross town, North Carolina",1600000US3755460,742,740,706
17440,"Butner town, North Carolina",1600000US3709360,7591,7414,7672
17441,"Eastover town, North Carolina",1600000US3719740,3628,3598,3681
17442,"Midway town, North Carolina",1600000US3742860,4679,4666,4716
17443,"Wade town, North Carolina",1600000US3770340,556,450,562
17444,"Winston-Salem city, North Carolina",1600000US3775000,229617,224769,236642
17445,"Hobgood town, North Carolina",1600000US3731860,348,388,384
17446,"Love Valley town, North Carolina",1600000US3739420,90,19,112
17447,"Troutman town, North Carolina",1600000US3768500,2383,2392,2476
17448,"Drexel town, North Carolina",1600000US3717860,1858,1907,1869
17449,"Badin town, North Carolina",1600000US3702960,1974,1774,1895
17450,"Maddock city, North Dakota",1600000US3849620,382,411,372
17451,"Wilton city, North Dakota",1600000US3886580,711,748,921
17452,"Dickinson city, North Dakota",1600000US3819620,17787,17168,21097
17453,"Richardton city, North Dakota",1600000US3866500,529,486,662
17454,"Taylor city, North Dakota",1600000US3878180,148,197,221
17455,"Ludden city, North Dakota",1600000US3848460,23,39,36
17456,"Crary city, North Dakota",1600000US3816580,142,124,158
17457,"Devils Lake city, North Dakota",1600000US3819420,7141,7040,7275
17458,"Lincoln city, North Dakota",1600000US3846640,2406,2134,3093
17459,"Mayville city, North Dakota",1600000US3851500,1858,1780,1787
17460,"Reynolds city, North Dakota",1600000US3866260,301,304,302
17461,"Amenia city, North Dakota",1600000US3801940,94,117,83
17462,"Briarwood city, North Dakota",1600000US3809320,73,76,67
17463,"Mandan city, North Dakota",1600000US3849900,18331,17813,19962
17464,"Neche city, North Dakota",1600000US3855620,371,388,361
17465,"Souris city, North Dakota",1600000US3874020,58,47,68
17466,"Westhope city, North Dakota",1600000US3885020,429,479,450
17467,"Rugby city, North Dakota",1600000US3868860,2876,2779,3112
17468,"Hannah city, North Dakota",1600000US3835060,15,12,10
17469,"Fingal city, North Dakota",1600000US3826380,97,112,94
17470,"Leal city, North Dakota",1600000US3845460,20,33,19
17471,"Elgin city, North Dakota",1600000US3823020,642,573,600
17472,"Carson city, North Dakota",1600000US3812460,293,269,238
17473,"Barney city, North Dakota",1600000US3804940,52,113,55
17474,"Dwight city, North Dakota",1600000US3821220,82,75,81
17475,"Fredonia city, North Dakota",1600000US3828380,46,14,46
17476,"Belfield city, North Dakota",1600000US3805820,800,652,969
17477,"Luverne city, North Dakota",1600000US3848580,31,17,56
17478,"Butte city, North Dakota",1600000US3811180,68,133,51
17479,"Garrison city, North Dakota",1600000US3829460,1453,1286,1377
17480,"Canton City (Hensel) city, North Dakota",1600000US3812060,,34,14
17481,"Auburn CDP, North Dakota",1600000US3803740,48,18,24
17482,"Barton CDP, North Dakota",1600000US3805220,20,0,10
17483,"Blanchard CDP, North Dakota",1600000US3807620,26,35,11
17484,"Brooktree Park CDP, North Dakota",1600000US3809830,80,16,18
17485,"Caledonia CDP, North Dakota",1600000US3811500,39,41,20
17486,"Dahlen CDP, North Dakota",1600000US3817620,18,0,79
17487,"De Lamere CDP, North Dakota",1600000US3818820,30,7,30
17488,"Denhoff CDP, North Dakota",1600000US3819060,20,19,14
17489,"East Fairview CDP, North Dakota",1600000US3821580,76,96,56
17490,"Embden CDP, North Dakota",1600000US3824020,59,15,67
17491,"Englevale CDP, North Dakota",1600000US3824380,40,66,130
17492,"Driscoll CDP, North Dakota",1600000US3820500,82,94,74
17493,"Foxholm CDP, North Dakota",1600000US3827980,75,61,58
17494,"Green Acres CDP, North Dakota",1600000US3833050,575,14,784
17495,"Harmon CDP, North Dakota",1600000US3835500,145,46,212
17496,"Heil CDP, North Dakota",1600000US3836980,15,16,17
17497,"Heimdal CDP, North Dakota",1600000US3837020,27,13,5
17498,"Jessie CDP, North Dakota",1600000US3840740,25,16,35
17499,"Larson CDP, North Dakota",1600000US3845220,12,17,6
17500,"Logan CDP, North Dakota",1600000US3847540,194,246,204
17501,"McLeod CDP, North Dakota",1600000US3849540,27,0,14
17502,"Manning CDP, North Dakota",1600000US3850220,74,47,22
17503,"Menoken CDP, North Dakota",1600000US3852180,70,61,82
17504,"Nash CDP, North Dakota",1600000US3855500,32,14,6
17505,"Orrin CDP, North Dakota",1600000US3859820,22,0,0
17506,"Remington CDP, Ohio",1600000US3966180,328,239,114
17507,"Reno CDP, Ohio",1600000US3966250,1293,917,1156
17508,"Richmond Dale CDP, Ohio",1600000US3966880,377,206,312
17509,"Richville CDP, Ohio",1600000US3966922,3324,3405,3329
17510,"Ridgeville Corners CDP, Ohio",1600000US3967104,435,311,354
17511,"Robertsville CDP, Ohio",1600000US3967664,331,318,391
17512,"Rockbridge CDP, Ohio",1600000US3967804,182,91,218
17513,"Rocky Fork Point CDP, Ohio",1600000US3968004,639,548,656
17514,"Rosewood CDP, Ohio",1600000US3968574,257,266,423
17515,"Rossmoyne CDP, Ohio",1600000US3968714,2230,1962,2242
17516,"Rudolph CDP, Ohio",1600000US3968938,458,572,341
17517,"Salem Heights CDP, Ohio",1600000US3970050,3839,3979,3200
17518,"Sandyville CDP, Ohio",1600000US3970464,368,311,277
17519,"Sardis CDP, Ohio",1600000US3970548,559,331,479
17520,"Bladensburg CDP, Ohio",1600000US3906740,191,170,103
17521,"Alvordton CDP, Ohio",1600000US3901588,217,167,209
17522,"Apple Valley CDP, Ohio",1600000US3902266,5058,4896,5466
17523,"Atwater CDP, Ohio",1600000US3902848,758,616,938
17524,"Bentonville CDP, Ohio",1600000US3905676,287,22,198
17525,"Ada village, Ohio",1600000US3900198,5952,6028,6050
17526,"Centerburg village, Ohio",1600000US3913036,1773,1561,1844
17527,"Parral village, Ohio",1600000US3961056,218,245,222
17528,"Ottawa Hills village, Ohio",1600000US3959010,4517,4518,4487
17529,"Caldwell village, Ohio",1600000US3910940,1748,1400,1747
17530,"Gnadenhutten village, Ohio",1600000US3930702,1288,1644,1462
17531,"Portage village, Ohio",1600000US3964108,438,366,388
17532,"Rossford city, Ohio",1600000US3968686,6293,6328,6458
17533,"Tontogany village, Ohio",1600000US3977070,367,383,488
17534,"Arlington village, Ohio",1600000US3902400,1455,1689,1471
17535,"Toledo city, Ohio",1600000US3977000,287208,291851,282275
17536,"Clarington village, Ohio",1600000US3915210,384,436,424
17537,"Hiram village, Ohio",1600000US3935658,1406,1241,1279
17538,"Streetsboro city, Ohio",1600000US3975014,16028,15383,16222
17539,"Grand River village, Ohio",1600000US3931234,399,351,387
17540,"Attica village, Ohio",1600000US3902820,899,1074,1033
17541,"Bettsville village, Ohio",1600000US3906194,661,494,642
17542,"New Riegel village, Ohio",1600000US3955398,249,219,258
17543,"Christiansburg village, Ohio",1600000US3914296,526,455,564
17544,"Raymond CDP, Ohio",1600000US3965676,257,263,83
17545,"Hunter CDP, Ohio",1600000US3936806,2100,2509,2131
17546,"Eaton Estates CDP, Ohio",1600000US3924262,1222,975,1032
17547,"Kipton village, Ohio",1600000US3940544,243,316,245
17548,"Sheffield village, Ohio",1600000US3972060,3982,3780,4004
17549,"South Amherst village, Ohio",1600000US3973040,1688,1840,1807
17550,"Seven Hills city, Ohio",1600000US3971416,11804,11797,11716
17551,"Prospect village, Ohio",1600000US3964780,1112,1119,1118
17552,"Athalia village, Ohio",1600000US3902722,373,326,273
17553,"Clayton city, Ohio",1600000US3915644,13209,13232,13196
17554,"Owensville village, Ohio",1600000US3959220,794,708,854
17555,"Amelia village, Ohio",1600000US3901742,4801,4786,5319
17556,"Felicity village, Ohio",1600000US3926880,818,742,871
17557,"Mount Repose CDP, Ohio",1600000US3953032,4672,4259,4393
17558,"Summerside CDP, Ohio",1600000US3975434,5083,5311,5167
17559,"Williamsburg village, Ohio",1600000US3985288,2490,2411,2536
17560,"Burbank village, Ohio",1600000US3910254,207,163,227
17561,"Blanchester village, Ohio",1600000US3906908,4243,4313,4244
17562,"Deshler village, Ohio",1600000US3921812,1799,1637,1780
17563,"McClure village, Ohio",1600000US3945794,725,833,656
17564,"Sunbury village, Ohio",1600000US3975602,4389,4168,4771
17565,"Continental village, Ohio",1600000US3918504,1153,805,998
17566,"Sheffield Lake city, Ohio",1600000US3972088,9137,9224,9063
17567,"Frazeysburg village, Ohio",1600000US3928574,1326,1620,1620
17568,"New Concord village, Ohio",1600000US3954446,2491,2459,2670
17569,"Bethel village, Ohio",1600000US3906068,2711,2727,2756
17570,"Moscow village, Ohio",1600000US3952416,185,211,124
17571,"Newtonsville village, Ohio",1600000US3955664,392,302,398
17572,"Chesterville village, Ohio",1600000US3914114,228,120,228
17573,"Barberton city, Ohio",1600000US3903828,26550,26842,26340
17574,"Hanover village, Ohio",1600000US3933292,921,883,1158
17575,"Malta village, Ohio",1600000US3946970,671,864,802
17576,"Louisville city, Ohio",1600000US3945094,9186,9121,9132
17577,"Waynesburg village, Ohio",1600000US3982376,923,993,899
17578,"Seville village, Ohio",1600000US3971486,2296,2154,2357
17579,"Bellville village, Ohio",1600000US3905284,1918,2043,1841
17580,"Butler village, Ohio",1600000US3910632,933,1029,999
17581,"Connorville CDP, Ohio",1600000US3918420,,,160
17582,"East Springfield CDP, Ohio",1600000US3924066,,,554
17583,"Goshen CDP, Ohio",1600000US3930996,,,616
17584,"Lake Milton CDP, Ohio",1600000US3941440,,,666
17585,"Marlboro CDP, Ohio",1600000US3947922,,,278
17586,"Mitiwanga CDP, Ohio",1600000US3950974,,,195
17587,"Nettle Lake CDP, Ohio",1600000US3953914,,,408
17588,"Parkman CDP, Ohio",1600000US3959934,,,129
17589,"Rose Farm CDP, Ohio",1600000US3968448,,,356
17590,"Valley City CDP, Ohio",1600000US3979184,,,553
17591,"Westminster CDP, Ohio",1600000US3983930,,,340
17592,"Orient CDP, Ohio",1600000US3958800,,263,303
17593,"Powell city, Ohio",1600000US3964486,11500,10773,12298
17594,"Bellaire village, Ohio",1600000US3905074,4278,4378,4215
17595,"Brookville city, Ohio",1600000US3909358,5884,5675,6077
17596,"Newton Falls city, Ohio",1600000US3955650,4795,4820,4707
17597,"Crestline city, Ohio",1600000US3919330,4630,4688,4472
17598,"Chardon city, Ohio",1600000US3913554,5148,5182,5170
17599,"Gallipolis village, Ohio",1600000US3929204,3641,3560,3674
17600,"Campbell city, Ohio",1600000US3911066,8235,8444,8075
17601,"Poland village, Ohio",1600000US3963954,2555,2601,2846
17602,"Dalton village, Ohio",1600000US3919974,1830,1928,1717
17603,"Eldorado village, Ohio",1600000US3924766,509,514,633
17604,"West Elkton village, Ohio",1600000US3983216,197,187,243
17605,"Grandview Heights city, Ohio",1600000US3931304,6536,6548,7014
17606,"Huber Ridge CDP, Ohio",1600000US3936624,4604,4468,4710
17607,"Lincoln Village CDP, Ohio",1600000US3943792,9032,9430,9417
17608,"North Canton city, Ohio",1600000US3956294,17488,17344,17431
17609,"Kirkersville village, Ohio",1600000US3940572,525,481,590
17610,"Brewster village, Ohio",1600000US3908504,2112,2314,2308
17611,"Massillon city, Ohio",1600000US3948244,32149,32020,32215
17612,"Farmersville village, Ohio",1600000US3926656,1009,1162,923
17613,"Carroll village, Ohio",1600000US3912252,524,497,411
17614,"Gloria Glens Park village, Ohio",1600000US3930660,425,503,485
17615,"Byesville village, Ohio",1600000US3910716,2438,2315,2248
17616,"Sugar Grove village, Ohio",1600000US3975252,426,489,509
17617,"Hillsboro city, Ohio",1600000US3935560,6605,6643,6556
17618,"Leesburg village, Ohio",1600000US3942476,1314,1496,1377
17619,"Senecaville village, Ohio",1600000US3971360,457,326,432
17620,"Fairfax village, Ohio",1600000US3925942,1699,1766,1633
17621,"Montgomery city, Ohio",1600000US3951716,10251,10150,10363
17622,"Helena town, Oklahoma",1600000US4033450,1403,1607,1452
17623,"Jet town, Oklahoma",1600000US4038000,213,137,227
17624,"Capron town, Oklahoma",1600000US4011750,23,6,3
17625,"Waynoka city, Oklahoma",1600000US4079350,927,778,1187
17626,"Gans town, Oklahoma",1600000US4028350,312,447,331
17627,"Sallisaw city, Oklahoma",1600000US4065000,8880,8757,8698
17628,"Millerton town, Oklahoma",1600000US4048600,320,296,287
17629,"Smithville town, Oklahoma",1600000US4068250,113,226,103
17630,"Westport town, Oklahoma",1600000US4080250,298,276,440
17631,"Kenefic town, Oklahoma",1600000US4039200,196,195,201
17632,"Hollis city, Oklahoma",1600000US4035500,2060,2033,2061
17633,"Barnsdall city, Oklahoma",1600000US4004250,1243,1348,1085
17634,"McCord CDP, Oklahoma",1600000US4044925,1440,1955,1593
17635,"Shidler city, Oklahoma",1600000US4067200,441,272,415
17636,"Aline town, Oklahoma",1600000US4001350,207,162,245
17637,"Greasy CDP, Oklahoma",1600000US4031165,372,451,310
17638,"Crescent city, Oklahoma",1600000US4018250,1411,1504,1277
17639,"Langston town, Oklahoma",1600000US4041550,1724,911,1434
17640,"Hoffman town, Oklahoma",1600000US4035300,127,146,135
17641,"Bell CDP, Oklahoma",1600000US4005090,535,569,445
17642,"Chewey CDP, Oklahoma",1600000US4013850,135,192,84
17643,"Rocky Mountain CDP, Oklahoma",1600000US4063720,420,384,379
17644,"West Peavine CDP, Oklahoma",1600000US4080230,218,462,213
17645,"Anadarko city, Oklahoma",1600000US4002050,6762,6647,6777
17646,"Bradley town, Oklahoma",1600000US4008300,130,196,107
17647,"Roff town, Oklahoma",1600000US4063750,725,726,658
17648,"Hominy city, Oklahoma",1600000US4035850,3565,3644,3556
17649,"Prue town, Oklahoma",1600000US4060850,465,400,508
17650,"Wynona town, Oklahoma",1600000US4082450,437,357,474
17651,"Grandfield city, Oklahoma",1600000US4030850,1038,1357,915
17652,"Brush Creek CDP, Oklahoma",1600000US4009612,35,0,73
17653,"Bull Hollow CDP, Oklahoma",1600000US4009887,67,126,54
17654,"Leach CDP, Oklahoma",1600000US4041900,237,200,259
17655,"Cleveland city, Oklahoma",1600000US4015350,3251,3282,3238
17656,"Collinsville city, Oklahoma",1600000US4016350,5606,5516,6103
17657,"Briggs CDP, Oklahoma",1600000US4008775,303,210,287
17658,"Dry Creek CDP, Oklahoma",1600000US4021755,227,213,314
17659,"Hulbert town, Oklahoma",1600000US4036400,590,392,679
17660,"Welling CDP, Oklahoma",1600000US4079850,771,982,841
17661,"Stigler city, Oklahoma",1600000US4070250,2685,2726,2725
17662,"Broken Bow city, Oklahoma",1600000US4009100,4120,4165,4127
17663,"Haworth town, Oklahoma",1600000US4033150,297,432,262
17664,"Idabel city, Oklahoma",1600000US4036750,7010,6996,7026
17665,"Pawnee city, Oklahoma",1600000US4057650,2196,2373,2228
17666,"Okarche town, Oklahoma",1600000US4054050,1215,1098,1255
17667,"Piedmont city, Oklahoma",1600000US4058700,5720,5314,6502
17668,"Fort Gibson town, Oklahoma",1600000US4027200,4154,4097,4121
17669,"Muskogee city, Oklahoma",1600000US4050050,39223,39052,38776
17670,"Oktaha town, Oklahoma",1600000US4055200,390,445,376
17671,"River Bottom CDP, Oklahoma",1600000US4063537,154,271,164
17672,"Sour John CDP, Oklahoma",1600000US4068537,60,10,41
17673,"Devol town, Oklahoma",1600000US4020450,151,203,151
17674,"Walters city, Oklahoma",1600000US4078150,2551,2555,2554
17675,"Jennings town, Oklahoma",1600000US4037850,363,354,250
17676,"Oak Grove town, Oklahoma",1600000US4053210,18,16,10
17677,"Skedee town, Oklahoma",1600000US4067800,51,60,57
17678,"Fair Oaks town, Oklahoma",1600000US4025000,103,56,56
17679,"Okay town, Oklahoma",1600000US4054100,620,633,581
17680,"Menard city, Texas",1600000US4847628,1471,1535,1628
17681,"Point Comfort city, Texas",1600000US4858568,737,995,689
17682,"Lyford city, Texas",1600000US4845228,2611,2620,2601
17683,"Ranchette Estates CDP, Texas",1600000US4860458,152,0,80
17684,"Mission Bend CDP, Texas",1600000US4848772,36501,37814,36723
17685,"Missouri City city, Texas",1600000US4848804,67358,64569,70538
17686,"Nassau Bay city, Texas",1600000US4850376,4002,4019,4085
17687,"Agua Dulce city, Texas",1600000US4801396,812,514,832
17688,"Bishop city, Texas",1600000US4808392,3134,3160,3169
17689,"Sadler city, Texas",1600000US4864088,343,266,403
17690,"Daisetta city, Texas",1600000US4818476,966,948,738
17691,"Dayton Lakes city, Texas",1600000US4819435,93,89,182
17692,"Devers city, Texas",1600000US4820140,447,464,416
17693,"Sherman city, Texas",1600000US4867496,38521,37943,39569
17694,"Buffalo Springs village, Texas",1600000US4811155,453,363,375
17695,"Josephine city, Texas",1600000US4838068,812,601,809
17696,"Melissa city, Texas",1600000US4847496,4695,4163,6214
17697,"Plano city, Texas",1600000US4858016,259841,256099,275645
17698,"Sweetwater city, Texas",1600000US4871540,10906,10782,10794
17699,"Morgan's Point Resort city, Texas",1600000US4849392,4170,3908,4223
17700,"Rogers town, Texas",1600000US4862924,1218,1047,957
17701,"Keene city, Texas",1600000US4838548,6106,6137,6091
17702,"Rio Vista city, Texas",1600000US4862240,873,896,1174
17703,"Quemado CDP, Texas",1600000US4860092,230,86,169
17704,"Blooming Grove town, Texas",1600000US4808788,821,1012,963
17705,"Mustang town, Texas",1600000US4850184,21,104,15
17706,"Mobile City city, Texas",1600000US4848858,188,130,291
17707,"Ballinger city, Texas",1600000US4805456,3767,3789,3732
17708,"Seymour city, Texas",1600000US4866968,2740,2757,2484
17709,"Fort Stockton city, Texas",1600000US4826808,8283,8015,8441
17710,"Tierra Bonita CDP, Texas",1600000US4872948,141,0,112
17711,"Ames city, Texas",1600000US4803072,1003,885,1216
17712,"Southmayd city, Texas",1600000US4869104,992,767,1019
17713,"Whitesboro city, Texas",1600000US4878532,3793,3796,3842
17714,"Whitewright town, Texas",1600000US4878628,1604,1518,1868
17715,"Idalou city, Texas",1600000US4835732,2250,2589,2373
17716,"Lubbock city, Texas",1600000US4845000,229573,222272,240719
17717,"Seagoville city, Texas",1600000US4866428,14835,14047,15558
17718,"Slaton city, Texas",1600000US4868180,6121,6060,6097
17719,"Allen city, Texas",1600000US4801924,84246,77843,92502
17720,"Parker city, Texas",1600000US4855152,3811,3499,4118
17721,"Wheeler city, Texas",1600000US4878208,1592,1419,1593
17722,"Canton city, Texas",1600000US4812496,3581,3721,3578
17723,"Edgewood town, Texas",1600000US4822612,1441,1304,1392
17724,"Bayview town, Texas",1600000US4806140,383,717,424
17725,"Del Mar Heights CDP, Texas",1600000US4819714,113,19,230
17726,"El Camino Angosto CDP, Texas",1600000US4822858,253,212,272
17727,"Indian Lake town, Texas",1600000US4835918,640,971,913
17728,"Laguna Heights CDP, Texas",1600000US4840300,3488,2088,3240
17729,"Socorro city, Texas",1600000US4868636,32013,30975,32877
17730,"Dayton city, Texas",1600000US4819432,7242,7798,7413
17731,"Highland Park town, Texas",1600000US4833824,8564,8531,8916
17732,"Sunnyvale town, Texas",1600000US4871156,5130,4647,5677
17733,"Poteet city, Texas",1600000US4859084,3260,3285,3359
17734,"West Sharyland CDP, Texas",1600000US4877866,2309,2724,1986
17735,"Savoy city, Texas",1600000US4866008,831,1026,642
17736,"El Paso city, Texas",1600000US4824000,649121,628923,676325
17737,"San Felipe town, Texas",1600000US4865372,747,929,709
17738,"Itmann CDP, West Virginia",1600000US5440444,293,468,302
17739,"Jacksonburg CDP, West Virginia",1600000US5440636,182,44,106
17740,"Jefferson CDP, West Virginia",1600000US5441010,676,411,800
17741,"Justice CDP, West Virginia",1600000US5442292,412,532,427
17742,"Kimberly CDP, West Virginia",1600000US5443828,287,297,261
17743,"Kincaid CDP, West Virginia",1600000US5443852,260,326,392
17744,"Farmington town, West Virginia",1600000US5426932,375,369,399
17745,"Bramwell town, West Virginia",1600000US5409796,364,439,293
17746,"Junior town, West Virginia",1600000US5442244,520,380,471
17747,"Inwood CDP, West Virginia",1600000US5440204,2954,3024,2351
17748,"Hooverson Heights CDP, West Virginia",1600000US5438476,2590,3082,2834
17749,"Wellsburg city, West Virginia",1600000US5485324,2805,2816,2746
17750,"West Union town, West Virginia",1600000US5486116,825,829,1163
17751,"Rowlesburg town, West Virginia",1600000US5470588,584,713,749
17752,"Bethany town, West Virginia",1600000US5406844,1036,725,1137
17753,"Pineville town, West Virginia",1600000US5463940,668,807,685
17754,"Hedgesville town, West Virginia",1600000US5436220,318,265,283
17755,"Martinsburg city, West Virginia",1600000US5452060,17227,17133,17564
17756,"Chesapeake town, West Virginia",1600000US5415028,1554,1701,1544
17757,"Ridgeley town, West Virginia",1600000US5468260,675,795,612
17758,"Rhodell town, West Virginia",1600000US5467996,173,151,212
17759,"Charleston city, West Virginia",1600000US5414600,51400,51432,50566
17760,"Coal Fork CDP, West Virginia",1600000US5416612,1233,1141,1061
17761,"Handley town, West Virginia",1600000US5434756,349,205,301
17762,"Pratt town, West Virginia",1600000US5465356,602,509,527
17763,"Cassville CDP, West Virginia",1600000US5413756,701,750,1150
17764,"Paw Paw town, West Virginia",1600000US5462332,508,401,504
17765,"Mannington city, West Virginia",1600000US5451100,2063,2412,2036
17766,"Montcalm CDP, West Virginia",1600000US5455372,726,512,559
17767,"Belington town, West Virginia",1600000US5405788,1921,2110,2080
17768,"Henderson town, West Virginia",1600000US5436436,271,240,170
17769,"Pea Ridge CDP, West Virginia",1600000US5462488,6650,6893,6323
17770,"Piney View CDP, West Virginia",1600000US5463988,989,814,911
17771,"Elizabeth town, West Virginia",1600000US5424364,823,1248,839
17772,"Hundred town, West Virginia",1600000US5439340,299,346,262
17773,"Auburn town, West Virginia",1600000US5403364,97,64,128
17774,"Pennsboro city, West Virginia",1600000US5462764,1171,1315,1184
17775,"Sand Fork town, West Virginia",1600000US5471620,159,299,182
17776,"Idamay CDP, West Virginia",1600000US5439676,611,509,204
17777,"Poca town, West Virginia",1600000US5464516,974,1243,1071
17778,"Man town, West Virginia",1600000US5450932,759,1077,991
17779,"Keyser city, West Virginia",1600000US5443492,5439,5311,5320
17780,"St. Marys city, West Virginia",1600000US5471356,1860,2505,1725
17781,"Bradley CDP, West Virginia",1600000US5409676,2040,2122,1810
17782,"Cairo town, West Virginia",1600000US5412124,281,363,405
17783,"Coyote Flats city, Texas",1600000US4817429,,196,404
17784,"Van city, Texas",1600000US4874912,2632,2620,2654
17785,"Winfield city, Texas",1600000US4879720,524,525,487
17786,"Laughlin AFB CDP, Texas",1600000US4841704,1569,1381,2163
17787,"Lockney town, Texas",1600000US4843252,1842,1971,1835
17788,"Mesquite city, Texas",1600000US4847892,139824,135921,143584
17789,"Childress city, Texas",1600000US4814668,6105,6246,6085
17790,"Blossom city, Texas",1600000US4808812,1494,1633,1253
17791,"Paris city, Texas",1600000US4855080,25171,25274,24903
17792,"Grand Prairie city, Texas",1600000US4830464,175396,165776,183500
17793,"Lewisville city, Texas",1600000US4842508,95290,92939,101151
17794,"Lester town, West Virginia",1600000US5446468,348,315,334
17795,"Harrisville town, West Virginia",1600000US5435428,1876,2185,2423
17796,"Petersburg city, West Virginia",1600000US5462956,2467,2882,2450
17797,"Teays Valley CDP, West Virginia",1600000US5479545,13175,13659,13848
17798,"Brandonville town, West Virginia",1600000US5409844,101,65,140
17799,"Quinwood town, West Virginia",1600000US5466412,290,281,209
17800,"Middlebourne town, West Virginia",1600000US5453572,815,854,875
17801,"Hinton city, West Virginia",1600000US5437636,2676,2672,2589
17802,"Camden-on-Gauley town, West Virginia",1600000US5412436,169,88,196
17803,"Smithfield town, West Virginia",1600000US5474788,145,86,139
17804,"Ansted town, West Virginia",1600000US5401996,1404,1536,1583
17805,"West Milford town, West Virginia",1600000US5485924,630,1035,772
17806,"Matewan town, West Virginia",1600000US5452324,499,620,516
