,NAME,GEO_ID,2000,2010,2015
453,"Unalakleet city, Alaska",1600000US0280660,688,647,710
454,"White Mountain city, Alaska",1600000US0284070,190,183,179
455,"Whitestone Logging Camp CDP, Alaska",1600000US0284200,17,41,0
456,"Pitkas Point CDP, Alaska",1600000US0260860,109,141,136
457,"Sand Point city, Alaska",1600000US0267020,976,1329,1188
458,"Bear Creek CDP, Alaska",1600000US0205585,1956,3053,1824
459,"Clam Gulch CDP, Alaska",1600000US0215320,176,80,182
460,"Dot Lake CDP, Alaska",1600000US0219720,13,11,0
461,"Eagle Village CDP, Alaska",1600000US0220600,67,41,17
462,"St. George city, Alaska",1600000US0265800,102,64,53
463,"Saxman city, Alaska",1600000US0267570,411,565,401
464,"Kupreanof city, Alaska",1600000US0242160,27,50,40
465,"Nondalton city, Alaska",1600000US0255030,164,227,182
466,"Port Alsworth CDP, Alaska",1600000US0262620,159,101,147
467,"Yakutat CDP, Alaska",1600000US0286490,662,630,597
468,"Thorne Bay city, Alaska",1600000US0277140,471,490,566
469,"Skwentna CDP, Alaska",1600000US0270870,37,0,42
470,"Talkeetna CDP, Alaska",1600000US0274830,876,541,616
471,"Haines CDP, Alaska",1600000US0231050,1713,1307,1955
472,"Gustavus city, Alaska",1600000US0230940,442,424,496
473,"Denali Park CDP, Alaska",1600000US0218805,,,
474,"Susitna CDP, Alaska",1600000US0274340,18,33,0
475,"Tanaina CDP, Alaska",1600000US0275077,8197,8637,9640
476,"Jenner CDP, California",1600000US0637274,136,99,104
477,"Johnstonville CDP, California",1600000US0637484,1024,519,1223
478,"Junction City CDP, California",1600000US0637596,680,1221,790
479,"June Lake CDP, California",1600000US0637624,629,588,512
480,"Kelly Ridge CDP, California",1600000US0638024,2544,2576,2713
481,"Kennedy Meadows CDP, California",1600000US0638076,28,19,21
482,"Kenwood CDP, California",1600000US0638156,1028,462,1306
483,"Big Bend CDP, California",1600000US0606475,102,91,94
484,"Palo Cedro CDP, California",1600000US0655296,1269,1023,1543
485,"Cobb CDP, California",1600000US0614302,1778,1938,1016
486,"Nuiqsut city, Alaska",1600000US0256320,402,678,345
487,"Myrtletown CDP, California",1600000US0650188,4675,4750,5307
488,"Pine Hills CDP, California",1600000US0657204,3131,2664,3167
489,"Weaverville CDP, California",1600000US0683794,3600,3987,3151
490,"Desert Hot Springs city, California",1600000US0618996,25938,24675,27912
491,"Friant CDP, California",1600000US0627014,509,462,244
492,"Sunol CDP, California",1600000US0677042,913,747,985
493,"Union City city, California",1600000US0681204,69516,68081,72690
494,"Caruthers CDP, California",1600000US0611614,2497,2883,3128
495,"Riverdale CDP, California",1600000US0661096,3153,3193,4081
496,"Selma city, California",1600000US0670882,23219,22617,24017
497,"Desert Palms CDP, California",1600000US0619022,6957,6745,6826
498,"Diablo Grande CDP, California",1600000US0619155,826,285,1104
499,"Dobbins CDP, California",1600000US0619416,624,354,689
500,"Dogtown CDP, California",1600000US0619440,2506,2299,2337
501,"Dos Palos Y CDP, California",1600000US0619654,323,372,215
502,"Douglas City CDP, California",1600000US0619724,713,830,613
503,"Downieville CDP, California",1600000US0619794,282,213,213
504,"Talmage CDP, California",1600000US0677784,1130,1040,1547
505,"Home Garden CDP, California",1600000US0634281,1761,1916,1816
506,"Guerneville CDP, California",1600000US0631470,4534,4476,3788
507,"Manton CDP, California",1600000US0645512,347,286,423
508,"Rancho Tehama Reserve CDP, California",1600000US0659604,1485,1112,2156
509,"Durham CDP, California",1600000US0620270,5518,5632,5637
510,"Armona CDP, California",1600000US0602700,4156,3046,3724
511,"Buena Park city, California",1600000US0608786,80530,79744,82683
512,"San Leandro city, California",1600000US0668084,84950,82830,88329
513,"Bowles CDP, California",1600000US0607750,166,183,194
514,"Huron city, California",1600000US0636084,6754,6691,6792
515,"Sanger city, California",1600000US0667056,24270,23370,24700
516,"Alhambra city, California",1600000US0600884,83089,83389,84782
517,"Bradbury city, California",1600000US0607946,1048,978,839
518,"Blythe city, California",1600000US0607218,20817,21164,19839
519,"Woodside town, California",1600000US0686440,5287,5237,5479
520,"Buttonwillow CDP, California",1600000US0609332,1508,1675,1425
521,"Banning city, California",1600000US0603820,29603,29030,30515
522,"Calimesa city, California",1600000US0609864,7879,7869,8269
523,"Home Gardens CDP, California",1600000US0634302,11570,10947,11420
524,"Brawley city, California",1600000US0608058,24953,24288,25656
525,"El Centro city, California",1600000US0621782,42598,41581,43570
526,"Holtville city, California",1600000US0634246,5939,5835,6172
527,"Imperial city, California",1600000US0636280,14758,13406,16215
528,"Lucerne CDP, California",1600000US0644406,3067,2680,3162
529,"North Lakeport CDP, California",1600000US0651990,3314,3541,2633
530,"Lake of the Pines CDP, California",1600000US0639690,3917,3638,3627
531,"Truckee town, California",1600000US0680588,16180,15864,16184
532,"Dillon Beach CDP, California",1600000US0619262,283,163,139
533,"Romoland CDP, California",1600000US0662756,1684,1266,1778
534,"Indio city, California",1600000US0636448,76036,72486,84094
535,"Murrieta city, California",1600000US0650076,103466,95668,107507
536,"Thousand Palms CDP, California",1600000US0678596,7715,7185,8222
537,"Calexico city, California",1600000US0609710,38572,36304,39601
538,"Desert Shores CDP, California",1600000US0619024,1104,470,1383
539,"Ocotillo CDP, California",1600000US0653378,266,228,252
540,"Bolinas CDP, California",1600000US0607316,1620,1162,1358
541,"Corte Madera town, California",1600000US0616462,9253,9110,9595
542,"Bodfish CDP, California",1600000US0607274,1956,1942,2066
543,"Delano city, California",1600000US0618394,53041,51310,52807
544,"Channel Islands Beach CDP, California",1600000US0612669,3103,3235,3072
545,"Golden Hills CDP, California",1600000US0630282,8656,8574,8313
546,"Keene CDP, California",1600000US0637946,431,316,351
547,"Kirkwood CDP, California",1600000US0638646,158,110,75
548,"San Luis Obispo city, California",1600000US0668154,45119,44959,46337
549,"Edgewood CDP, California",1600000US0621530,43,49,27
550,"Gazelle CDP, California",1600000US0629252,70,170,56
551,"Los Gatos town, California",1600000US0644112,29413,28878,30398
552,"Loyola CDP, California",1600000US0644378,3261,3316,3539
553,"Stanford CDP, California",1600000US0673906,13809,14256,14213
554,"Alpine CDP, California",1600000US0601192,14236,13326,14830
555,"Camp Pendleton North CDP, California",1600000US0610559,5200,10104,7457
556,"Dorris city, California",1600000US0619584,939,797,930
557,"Cambria CDP, California",1600000US0610074,6032,6371,6279
558,"Pismo Beach city, California",1600000US0657414,7655,7802,7890
559,"Tulelake city, California",1600000US0680686,1010,895,1000
560,"Palo Alto city, California",1600000US0655282,64403,62486,66478
561,"Shafter city, California",1600000US0671106,16988,16378,17513
562,"Catalina CDP, Arizona",1600000US0411160,7569,8200,7456
563,"Green Valley CDP, Arizona",1600000US0429710,21391,21403,22419
564,"Tucson city, Arizona",1600000US0477000,520116,518457,528374
565,"Valencia West CDP, Arizona",1600000US0478760,9355,9153,10331
566,"Fortuna Foothills CDP, Arizona",1600000US0425030,26265,27427,27487
567,"Casa Grande city, Arizona",1600000US0410530,48571,43050,49796
568,"Ali Chukson CDP, Arizona",1600000US0401570,132,69,108
569,"Ali Molina CDP, Arizona",1600000US0401620,71,16,131
570,"Anthem CDP, Arizona",1600000US0402430,21700,19828,22995
571,"Alpine CDP, Arizona",1600000US0401920,145,169,95
572,"Anegam CDP, Arizona",1600000US0402270,151,10,79
573,"Antares CDP, Arizona",1600000US0402410,126,153,113
574,"Arivaca CDP, Arizona",1600000US0403320,695,738,587
575,"Arivaca Junction CDP, Arizona",1600000US0403380,1090,1145,868
576,"Arlington CDP, Arizona",1600000US0404020,194,253,77
577,"Avenue B and C CDP, Arizona",1600000US0404710,4176,3817,3798
578,"Aztec CDP, Arizona",1600000US0404930,47,0,2
579,"Bear Flat CDP, Arizona",1600000US0405450,18,0,9
580,"Beaver Dam CDP, Arizona",1600000US0405490,1962,1104,1622
581,"Beaver Valley CDP, Arizona",1600000US0405495,231,71,175
582,"Brenda CDP, Arizona",1600000US0407590,676,378,429
583,"Buckshot CDP, Arizona",1600000US0408020,153,114,14
584,"Beyerville CDP, Arizona",1600000US0405970,177,106,286
585,"Bowie CDP, Arizona",1600000US0407380,449,404,366
586,"Bryce CDP, Arizona",1600000US0407915,175,285,72
587,"Bylas CDP, Arizona",1600000US0408710,1962,1563,1834
588,"Cactus Flats CDP, Arizona",1600000US0408920,1518,1515,1356
589,"Cane Beds CDP, Arizona",1600000US0409900,448,211,569
590,"Carrizo CDP, Arizona",1600000US0410320,127,19,208
591,"Casa Blanca CDP, Arizona",1600000US0410460,1388,1300,1623
592,"Cactus Forest CDP, Arizona",1600000US0408990,594,326,518
593,"Campo Bonito CDP, Arizona",1600000US0409580,74,40,18
594,"Cedar Creek CDP, Arizona",1600000US0411370,318,343,416
595,"Centennial Park CDP, Arizona",1600000US0411500,1264,831,1411
596,"Central CDP, Arizona",1600000US0411580,645,435,406
597,"Charco CDP, Arizona",1600000US0412150,52,16,16
598,"Davis city, California",1600000US0618100,65622,64842,66510
599,"Sierra Brooks CDP, California",1600000US0671774,478,210,410
600,"Sierra City CDP, California",1600000US0671778,221,601,218
601,"Sierra Village CDP, California",1600000US0671834,456,152,521
602,"Sierraville CDP, California",1600000US0671848,200,250,55
603,"Silverado Resort CDP, California",1600000US0671927,1095,1244,893
604,"Silver City CDP, California",1600000US0671932,0,0,0
605,"Silver Lakes CDP, California",1600000US0671964,5623,3860,5992
606,"Sisquoc CDP, California",1600000US0672086,183,165,291
607,"Sky Valley CDP, California",1600000US0672156,2406,1838,2729
608,"Sleepy Hollow CDP, California",1600000US0672184,2384,2443,2489
609,"Smartsville CDP, California",1600000US0672282,177,221,82
610,"Smith Corner CDP, California",1600000US0672338,524,287,648
611,"Smith River CDP, California",1600000US0672380,866,1050,767
612,"Snelling CDP, California",1600000US0672408,231,141,104
613,"Soda Bay CDP, California",1600000US0672478,1016,945,1429
614,"Soda Springs CDP, California",1600000US0672492,81,128,59
615,"South Monrovia Island CDP, California",1600000US0673167,6777,6443,6768
616,"Spaulding CDP, California",1600000US0673554,178,172,196
617,"Spring Valley CDP (Lake County), California",1600000US0673690,845,822,1099
618,"Spring Valley CDP (San Diego County), California",1600000US0673696,28205,27300,30392
619,"Spring Valley Lake CDP, California",1600000US0673700,8220,7640,7849
620,"Stevenson Ranch CDP, California",1600000US0674130,17557,16934,19408
621,"Stevinson CDP, California",1600000US0674144,313,239,290
622,"Stirling City CDP, California",1600000US0674186,295,277,176
623,"Stonyford CDP, California",1600000US0675154,149,119,260
624,"Strawberry CDP (Marin County), California",1600000US0675315,5393,5138,5901
625,"Strawberry CDP (Tuolumne County), California",1600000US0675322,86,64,246
626,"Sugarloaf Mountain Park CDP, California",1600000US0675588,0,0,0
627,"Sugarloaf Saw Mill CDP, California",1600000US0675592,18,0,0
628,"Sugarloaf Village CDP, California",1600000US0675596,10,17,7
629,"Sultana CDP, California",1600000US0675672,775,442,916
630,"Sunnyside CDP, California",1600000US0675994,4235,4558,4203
631,"Sunny Slopes CDP, California",1600000US0676040,182,198,52
632,"Sun Village CDP, California",1600000US0677308,11565,10692,11322
633,"Swall Meadows CDP, California",1600000US0677430,220,397,243
634,"Tahoma CDP, California",1600000US0677728,1191,1038,943
635,"Tarpey Village CDP, California",1600000US0677960,3888,3962,3460
636,"Terminous CDP, California",1600000US0678232,381,409,371
637,"Rossmoor CDP, California",1600000US0663050,10244,10492,10461
638,"Tustin city, California",1600000US0680854,75540,73731,78787
639,"Beale AFB CDP, California",1600000US0604576,1319,2127,1143
640,"Ashland CDP, California",1600000US0602980,21925,22098,24226
641,"Diablo CDP, California",1600000US0619150,1158,1071,818
642,"Alamo CDP, California",1600000US0600618,14570,15177,16301
643,"Byron CDP, California",1600000US0609346,1277,1200,1325
644,"Richmond city, California",1600000US0660620,103701,102264,107597
645,"Vine Hill CDP, California",1600000US0682842,3761,3435,4144
646,"Hilmar-Irwin CDP, California",1600000US0633861,5197,4997,5313
647,"Lost Hills CDP, California",1600000US0644280,2412,2143,2126
648,"Cloverdale city, California",1600000US0614190,8618,8212,8735
649,"Castro Valley CDP, California",1600000US0611964,61388,60625,62044
650,"Calwa CDP, California",1600000US0610032,2052,,1282
651,"Clovis city, California",1600000US0614218,95631,91166,100437
652,"Glen Ellen CDP, California",1600000US0630028,784,927,593
653,"Rohnert Park city, California",1600000US0662546,40971,40521,41651
654,"Chico city, California",1600000US0613014,86187,85130,88455
655,"Oroville East CDP, California",1600000US0654388,8280,8599,8136
656,"Doyle CDP, California",1600000US0619878,678,372,452
657,"Drytown CDP, California",1600000US0619976,167,210,217
658,"Dunnigan CDP, California",1600000US0620228,1416,948,1183
659,"Dutch Flat CDP, California",1600000US0620298,160,154,162
660,"Eagleville CDP, California",1600000US0620424,59,70,74
661,"East Nicolaus CDP, California",1600000US0620900,225,349,213
662,"East Rancho Dominguez CDP, California",1600000US0621034,15135,13599,15615
663,"East Tulare Villa CDP, California",1600000US0621210,778,1249,954
664,"Edmundson Acres CDP, California",1600000US0621558,279,229,343
665,"Edna CDP, California",1600000US0621565,193,30,176
666,"Elizabeth Lake CDP, California",1600000US0621964,1756,1609,1735
667,"Elk Creek CDP, California",1600000US0622006,163,118,151
668,"El Nido CDP, California",1600000US0622286,330,250,515
669,"El Portal CDP, California",1600000US0622328,474,378,467
670,"El Rancho CDP, California",1600000US0622360,124,47,97
671,"El Sobrante CDP (Riverside County), California",1600000US0622457,12723,11122,15788
672,"Elverta CDP, California",1600000US0622524,5492,5044,5551
673,"Eucalyptus Hills CDP, California",1600000US0623000,5313,5867,5292
674,"Fairmead CDP, California",1600000US0623210,1447,935,2187
675,"Fiddletown CDP, California",1600000US0623980,235,83,83
676,"Fieldbrook CDP, California",1600000US0624008,859,927,823
677,"Fields Landing CDP, California",1600000US0624022,276,259,229
678,"Gulf Shores city, Alabama",1600000US0132272,9741,9035,10703
679,"Summerdale town, Alabama",1600000US0173872,862,698,986
680,"Hammondville town, Alabama",1600000US0132896,488,446,587
681,"Trinity town, Alabama",1600000US0176872,2095,2098,2239
682,"Slocomb city, Alabama",1600000US0171040,1980,2965,1880
683,"Livingston city, Alabama",1600000US0143720,3485,3436,3466
684,"Spanish Fort city, Alabama",1600000US0171976,6798,6624,7578
685,"Epes town, Alabama",1600000US0124256,192,164,137
686,"Geiger town, Alabama",1600000US0129392,170,274,262
687,"Pinckard town, Alabama",1600000US0159832,647,540,460
688,"Greensboro city, Alabama",1600000US0131720,2497,2629,2485
689,"Union Grove town, Alabama",1600000US0177784,77,129,81
690,"Riverview town, Alabama",1600000US0165016,184,121,138
691,"Phenix City city, Alabama",1600000US0159472,32822,31704,36639
692,"Cherokee town, Alabama",1600000US0114152,1048,1406,850
693,"Cleveland town, Alabama",1600000US0115472,1303,1665,1206
694,"Sanford town, Alabama",1600000US0168016,241,516,212
695,"Southside city, Alabama",1600000US0171832,8412,8340,8514
696,"Dora city, Alabama",1600000US0121136,2025,1981,2295
697,"Bull Shoals city, Arkansas",1600000US0509790,1950,2084,2107
698,"Pyatt town, Arkansas",1600000US0557890,221,340,196
699,"Summit city, Arkansas",1600000US0567940,604,685,507
700,"Hampton city, Arkansas",1600000US0529650,1324,1664,1340
701,"Des Arc city, Arkansas",1600000US0518550,1717,2088,1862
702,"Caddo Valley town, Arkansas",1600000US0510360,635,573,641
703,"Okolona town, Arkansas",1600000US0551530,147,200,139
704,"Perryville city, Arkansas",1600000US0554710,1460,1304,1636
705,"Waldenburg town, Arkansas",1600000US0572320,61,59,88
706,"Gibson CDP, Arkansas",1600000US0526710,3543,3388,4417
707,"Elkins city, Arkansas",1600000US0521190,2648,2430,2832
708,"Farmington city, Arkansas",1600000US0523170,5974,5763,6336
709,"Greenland city, Arkansas",1600000US0528660,1259,1101,1496
710,"Siloam Springs city, Arkansas",1600000US0564370,15039,14370,15832
711,"Lead Hill town, Arkansas",1600000US0539040,271,341,277
712,"Horseshoe Lake town, Arkansas",1600000US0533375,292,378,248
713,"Dierks city, Arkansas",1600000US0518970,1133,984,1155
714,"Nashville city, Arkansas",1600000US0548560,4627,4632,4558
715,"Mountain Pine city, Arkansas",1600000US0547450,770,617,816
716,"Altus city, Arkansas",1600000US0501210,758,867,861
717,"Ozark city, Arkansas",1600000US0552970,3684,3700,3623
718,"Junction City city, Arkansas",1600000US0536130,581,499,746
719,"Pixley CDP, California",1600000US0657512,3310,2949,3584
720,"Terra Bella CDP, California",1600000US0678288,3310,3551,2526
721,"Tulare city, California",1600000US0680644,59278,56938,61204
